"Bilateral Estimates of Migrant Stocks in 2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Destination country (across)                                                              -                                                                                        Source country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Curacao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","South Sudan","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Other North","Other South","World"
"Australia","0.0","0.0","167.0","0.0","61.0","0.0","7.0","1179.0","0.0","14.0","0.0","2428.0","0.0","74.0","0.0","0.0","33.0","0.0","1436.0","0.0","0.0","101.0","28.0","81.0","26.0","408.0","597.0","934.0","149.0","0.0","0.0","0.0","119.0","0.0","24721.0","242.0","0.0","0.0","0.0","1236.0","13286.0","214.0","0.0","0.0","0.0","113.0","0.0","1107.0","6.0","0.0","3508.0","1074.0","2935.0","0.0","7.0","92.0","546.0","308.0","27.0","0.0","0.0","57.0","0.0","39.0","2144.0","1144.0","6582.0","84.0","0.0","0.0","0.0","12399.0","37.0","1034.0","0.0","0.0","0.0","67.0","0.0","0.0","0.0","0.0","6.0","8982.0","1022.0","105.0","677.0","9476.0","0.0","0.0","5646.0","321.0","3324.0","21318.0","0.0","13365.0","218.0","0.0","329.0","133.0","195.0","5381.0","0.0","0.0","0.0","17.0","116.0","0.0","0.0","0.0","734.0","0.0","41.0","82.0","0.0","0.0","0.0","0.0","3518.0","92.0","0.0","5463.0","9.0","0.0","145.0","499.0","20.0","0.0","123.0","205.0","0.0","0.0","0.0","0.0","0.0","0.0","10422.0","348.0","62712.0","10.0","0.0","2067.0","0.0","2085.0","0.0","0.0","0.0","238.0","4267.0","28.0","688.0","4018.0","974.0","1243.0","10.0","0.0","72.0","526.0","17.0","1246.0","0.0","0.0","0.0","0.0","588.0","50.0","0.0","9267.0","0.0","254.0","2090.0","429.0","0.0","3697.0","0.0","5462.0","400.0","2.0","17.0","0.0","0.0","0.0","0.0","43.0","3708.0","5994.0","0.0","0.0","0.0","11298.0","555.0","0.0","0.0","0.0","0.0","4350.0","0.0","0.0","7.0","0.0","92.0","0.0","112636.0","71344.0","215.0","0.0","628.0","121.0","205.0","0.0","0.0","0.0","46.0","0.0","52.0","341.0","487275.0"
"Austria","0.0","0.0","167.0","0.0","0.0","0.0","0.0","1671.0","0.0","13.0","21964.0","0.0","0.0","29.0","0.0","0.0","0.0","0.0","5330.0","0.0","0.0","38.0","13.0","118.0","123.0","0.0","2369.0","0.0","214.0","0.0","0.0","0.0","0.0","0.0","24056.0","66.0","0.0","0.0","0.0","663.0","1054.0","203.0","0.0","0.0","0.0","308.0","0.0","2019.0","17.0","0.0","417.0","4800.0","1858.0","0.0","0.0","1334.0","798.0","309.0","11.0","0.0","0.0","63.0","0.0","3.0","0.0","622.0","12780.0","0.0","0.0","0.0","0.0","200000.0","0.0","594.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","339.0","13.0","0.0","8794.0","150.0","0.0","0.0","0.0","0.0","795.0","0.0","5152.0","12326.0","0.0","644.0","101.0","0.0","145.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","737.0","2148.0","59.0","876.0","0.0","4.0","0.0","0.0","155.0","19.0","0.0","125.0","0.0","0.0","0.0","576.0","0.0","0.0","199.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","6796.0","0.0","1290.0","40.0","0.0","0.0","0.0","1561.0","0.0","0.0","0.0","94.0","0.0","146.0","230.0","507.0","4061.0","521.0","11.0","0.0","635.0","2859.0","0.0","0.0","3.0","0.0","0.0","0.0","6458.0","17.0","0.0","0.0","0.0","2600.0","9240.0","0.0","0.0","2766.0","0.0","9725.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5760.0","64097.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21227.0","0.0","0.0","0.0","0.0","0.0","0.0","15666.0","54591.0","141.0","115.0","0.0","679.0","290.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","529623.0"
"Azerbaijan","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","221147.0","0.0","322.0","1048.0","0.0","0.0","0.0","0.0","0.0","13571.0","1351.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","2270.0","0.0","0.0","0.0","0.0","0.0","2772.0","0.0","0.0","0.0","0.0","3.0","530.0","19.0","0.0","0.0","0.0","1.0","0.0","0.0","26.0","0.0","42.0","1500.0","301.0","0.0","0.0","0.0","3.0","46.0","0.0","0.0","0.0","1450.0","0.0","0.0","0.0","116.0","3798.0","0.0","0.0","0.0","4377.0","20372.0","0.0","134.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","165.0","13.0","0.0","0.0","11960.0","0.0","158.0","0.0","13764.0","640.0","0.0","0.0","11.0","49997.0","11.0","0.0","0.0","0.0","0.0","0.0","5195.0","0.0","2397.0","0.0","0.0","0.0","0.0","0.0","1365.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","21.0","0.0","6089.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","676.0","0.0","0.0","5.0","0.0","0.0","0.0","507.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","285.0","68.0","0.0","0.0","9.0","743111.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","18.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2665.0","571.0","0.0","142.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25000.0","5127.0","0.0","0.0","0.0","86741.0","0.0","0.0","22320.0","0.0","33157.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1287404.0"
"Bahamas, The","0.0","0.0","0.0","0.0","0.0","0.0","2.0","4.0","0.0","3.0","278.0","22.0","0.0","0.0","0.0","0.0","73.0","0.0","0.0","0.0","0.0","44.0","0.0","0.0","0.0","0.0","15.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","1297.0","240.0","0.0","0.0","0.0","1.0","0.0","9.0","0.0","0.0","0.0","19.0","0.0","0.0","2.0","80.0","0.0","0.0","18.0","0.0","11.0","126.0","71.0","21.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","48.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","45.0","0.0","0.0","0.0","0.0","16.0","0.0","0.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","48.0","0.0","0.0","94.0","997.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","26.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","0.0","0.0","87.0","0.0","0.0","0.0","18.0","0.0","0.0","0.0","13.0","0.0","1.0","6.0","0.0","0.0","3.0","0.0","0.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","6.0","13.0","0.0","0.0","0.0","0.0","0.0","26.0","129.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","18.0","0.0","0.0","4.0","0.0","6267.0","35569.0","6.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","115.0","0.0","46042.0"
"Bahrain","0.0","0.0","215.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","1435.0","21.0","0.0","0.0","0.0","29603.0","0.0","0.0","0.0","0.0","0.0","24.0","0.0","0.0","0.0","0.0","26.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","1958.0","0.0","0.0","0.0","0.0","3.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","126.0","32.0","90.0","0.0","0.0","29.0","0.0","398.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","18.0","153.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0","1.0","0.0","0.0","0.0","0.0","190.0","0.0","0.0","47.0","0.0","0.0","370.0","0.0","201.0","0.0","0.0","0.0","0.0","919.0","0.0","0.0","0.0","137.0","0.0","0.0","949.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","121.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0","538.0","0.0","0.0","3.0","0.0","0.0","6.0","112.0","9.0","1.0","0.0","725.0","0.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0","0.0","0.0","0.0","89.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","88.0","303.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","33.0","0.0","0.0","0.0","0.0","6.0","3584.0","6021.0","2848.0","1.0","0.0","0.0","0.0","1465.0","0.0","8589.0","0.0","0.0","0.0","0.0","0.0","61584.0"
"Bangladesh","0.0","0.0","277.0","0.0","0.0","0.0","0.0","52.0","0.0","1.0","30178.0","2669.0","0.0","0.0","100444.0","0.0","0.0","0.0","1988.0","0.0","0.0","72.0","56.0","23.0","0.0","0.0","46.0","2269.0","663.0","0.0","0.0","0.0","0.0","0.0","39664.0","0.0","0.0","0.0","0.0","8.0","6282.0","2.0","0.0","0.0","0.0","16.0","0.0","0.0","3.0","0.0","766.0","252.0","1056.0","0.0","0.0","4.0","7.0","515.0","6.0","0.0","0.0","11.0","0.0","0.0","2245.0","1753.0","4565.0","0.0","0.0","0.0","0.0","5821.0","0.0","16871.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","439.0","74.0","4.0","3230025.0","0.0","0.0","0.0","2696.0","0.0","0.0","81934.0","0.0","13243.0","10122.0","0.0","136.0","0.0","147.0","11615.0","0.0","279169.0","0.0","0.0","0.0","3747.0","0.0","0.0","1226.0","0.0","0.0","32.0","0.0","0.0","26.0","0.0","122739.0","47951.0","0.0","18.0","0.0","17.0","0.0","56.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1648.0","0.0","772.0","1240.0","0.0","1473.0","3.0","0.0","0.0","414.0","951.0","148314.0","186114.0","0.0","36.0","0.0","0.0","3.0","160.0","107.0","1519.0","8.0","137000.0","13.0","458.0","0.0","0.0","0.0","0.0","1500000.0","0.0","0.0","210.0","0.0","74074.0","0.0","10.0","9.0","189.0","4.0","19738.0","0.0","11611.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","6890.0","2082.0","0.0","0.0","0.0","7751.0","133.0","0.0","0.0","0.0","0.0","489.0","0.0","0.0","0.0","111.0","185.0","1000000.0","239608.0","204065.0","1.0","0.0","0.0","5.0","728.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7572135.0"
"Barbados","0.0","0.0","0.0","0.0","0.0","0.0","294.0","23.0","0.0","11.0","482.0","21.0","0.0","103.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","302.0","0.0","0.0","0.0","0.0","28.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","17925.0","236.0","0.0","0.0","0.0","5.0","0.0","11.0","0.0","0.0","0.0","14.0","0.0","0.0","20.0","187.0","0.0","2.0","33.0","0.0","155.0","38.0","18.0","0.0","39.0","0.0","0.0","1.0","0.0","0.0","0.0","13.0","80.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","268.0","0.0","1.0","0.0","0.0","272.0","0.0","1.0","0.0","4.0","2.0","0.0","0.0","0.0","0.0","37.0","0.0","0.0","52.0","804.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","78.0","0.0","0.0","2.0","0.0","0.0","0.0","20.0","0.0","0.0","0.0","28.0","0.0","1.0","3.0","0.0","11.0","7.0","4.0","0.0","0.0","9.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","72.0","1.0","2.0","0.0","0.0","28.0","0.0","0.0","0.0","72.0","740.0","0.0","635.0","0.0","0.0","0.0","114.0","85.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","847.0","0.0","4.0","0.0","0.0","0.0","0.0","1.0","0.0","20069.0","55384.0","1.0","0.0","0.0","10.0","0.0","434.0","0.0","0.0","0.0","0.0","347.0","12.0","100528.0"
"Belarus","0.0","0.0","169.0","0.0","0.0","0.0","0.0","71.0","593.0","0.0","1564.0","1626.0","15582.0","0.0","0.0","0.0","0.0","0.0","2510.0","0.0","0.0","16.0","0.0","4.0","6.0","0.0","8.0","0.0","663.0","0.0","0.0","0.0","0.0","0.0","8418.0","0.0","0.0","0.0","0.0","8.0","787.0","13.0","0.0","0.0","0.0","25.0","0.0","0.0","35.0","0.0","399.0","9400.0","691.0","0.0","0.0","12.0","18.0","314.0","0.0","0.0","0.0","11593.0","0.0","0.0","0.0","282.0","3179.0","0.0","0.0","0.0","9306.0","40743.0","0.0","916.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","252.0","44.0","0.0","0.0","0.0","0.0","1239.0","0.0","23524.0","26433.0","0.0","0.0","2.0","50377.0","11.0","0.0","0.0","0.0","0.0","0.0","11045.0","0.0","58890.0","0.0","0.0","0.0","746.0","0.0","59831.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.0","0.0","0.0","0.0","17.0","0.0","34291.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","247.0","0.0","0.0","0.0","0.0","0.0","0.0","946.0","0.0","0.0","0.0","12.0","0.0","0.0","7.0","0.0","81363.0","977.0","0.0","0.0","1.0","740148.0","0.0","0.0","10.0","0.0","0.0","0.0","202.0","0.0","0.0","0.0","0.0","169.0","219.0","0.0","0.0","110.0","0.0","3645.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2581.0","1178.0","0.0","572.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","295.0","10902.0","0.0","0.0","0.0","258781.0","0.0","6052.0","65558.0","1.0","70495.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1620196.0"
"Belgium","0.0","0.0","150.0","0.0","200.0","0.0","0.0","1228.0","0.0","40.0","7175.0","2510.0","0.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","0.0","273.0","8.0","0.0","1716.0","0.0","432.0","0.0","538.0","11.0","0.0","0.0","23794.0","18.0","0.0","0.0","0.0","1048.0","1578.0","424.0","0.0","0.0","0.0","406.0","0.0","306.0","14.0","89.0","308.0","1013.0","1996.0","0.0","0.0","677.0","1248.0","279.0","52.0","0.0","0.0","106.0","0.0","8.0","0.0","564.0","152962.0","0.0","477.0","0.0","0.0","29878.0","0.0","449.0","0.0","0.0","0.0","0.0","131.0","0.0","0.0","0.0","18.0","0.0","1758.0","108.0","0.0","0.0","0.0","0.0","1651.0","0.0","6098.0","49407.0","0.0","808.0","63.0","0.0","339.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","95.0","0.0","0.0","0.0","663.0","18.0","155.0","17925.0","0.0","0.0","78.0","0.0","0.0","0.0","0.0","130.0","0.0","137.0","0.0","973.0","0.0","0.0","861.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","52442.0","0.0","0.0","47.0","0.0","0.0","0.0","1605.0","0.0","0.0","0.0","234.0","0.0","121.0","715.0","536.0","5593.0","3534.0","0.0","0.0","1588.0","458.0","495.0","0.0","4.0","0.0","0.0","0.0","200.0","37.0","0.0","0.0","0.0","667.0","573.0","0.0","0.0","7808.0","0.0","45601.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","2245.0","15997.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12958.0","0.0","0.0","0.0","36.0","153.0","0.0","32767.0","29096.0","155.0","0.0","3.0","324.0","148.0","0.0","0.0","0.0","0.0","0.0","816.0","0.0","530401.0"
"Belize","0.0","0.0","0.0","0.0","0.0","0.0","12.0","10.0","0.0","0.0","74.0","40.0","0.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","58.0","0.0","807.0","0.0","0.0","5.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","2443.0","453.0","0.0","0.0","0.0","3.0","0.0","7.0","0.0","0.0","0.0","199.0","0.0","0.0","4.0","0.0","0.0","6.0","6.0","0.0","0.0","79.0","7.0","7.0","335.0","0.0","0.0","1.0","0.0","0.0","0.0","2.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","873.0","0.0","0.0","0.0","0.0","262.0","0.0","2.0","1.0","0.0","0.0","0.0","0.0","10.0","0.0","0.0","24.0","11.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","2659.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0","0.0","0.0","26.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","74.0","0.0","0.0","3.0","0.0","1.0","3.0","0.0","0.0","2.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","16.0","63.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","53099.0","2.0","0.0","0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.0","61806.0"
"Benin","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","85.0","77.0","0.0","0.0","0.0","0.0","0.0","0.0","961.0","0.0","0.0","6.0","0.0","1.0","0.0","0.0","26.0","0.0","34.0","4311.0","0.0","0.0","0.0","3808.0","979.0","0.0","337.0","0.0","0.0","1.0","157.0","0.0","0.0","0.0","11271.0","3.0","60797.0","0.0","6.0","0.0","11.0","95.0","47.0","0.0","0.0","25.0","3.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","20393.0","0.0","49730.0","0.0","0.0","1810.0","19502.0","18.0","0.0","0.0","0.0","0.0","1493.0","0.0","0.0","0.0","0.0","0.0","28.0","1.0","0.0","0.0","0.0","0.0","61.0","0.0","0.0","2372.0","0.0","0.0","2.0","0.0","1254.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","596.0","0.0","0.0","1188.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","286.0","0.0","0.0","0.0","18483.0","226349.0","0.0","31.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","33.0","0.0","0.0","0.0","92.0","0.0","0.0","0.0","166.0","0.0","2775.0","0.0","0.0","213.0","0.0","0.0","10.0","2.0","0.0","0.0","181.0","0.0","386.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","83.0","559.0","0.0","0.0","0.0","0.0","0.0","54857.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","19.0","0.0","0.0","694.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","486756.0"
"Bermuda","0.0","0.0","0.0","0.0","0.0","0.0","12.0","0.0","0.0","1.0","524.0","19.0","0.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","2408.0","45.0","0.0","0.0","0.0","6.0","0.0","8.0","0.0","0.0","0.0","5.0","0.0","0.0","2.0","0.0","0.0","6.0","0.0","0.0","1.0","12.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","88.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","3.0","0.0","0.0","0.0","0.0","121.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","0.0","0.0","0.0","8.0","7.0","0.0","0.0","0.0","0.0","0.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9026.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","0.0","12504.0"
"Bhutan","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1617.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","0.0","0.0","0.0","0.0","0.0","148.0","0.0","0.0","0.0","0.0","5.0","539.0","3.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","2.0","597.0","0.0","0.0","12.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","78.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6770.0","0.0","0.0","0.0","33.0","0.0","0.0","35.0","0.0","0.0","2.0","0.0","75.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","79823.0","348.0","0.0","0.0","0.0","0.0","0.0","0.0","363.0","0.0","0.0","0.0","7.0","0.0","0.0","3.0","0.0","0.0","4.0","0.0","0.0","9.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0","73.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","144.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","90797.0"
