"Bilateral Remittance Estimates for 2012 using Migrant Stocks, Host Country Incomes, and Origin Country Incomes (millions of US$) (May 2013 Version)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Côte d'Ivoire","Croatia","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mayotte","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","Netherlands Antilles","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","São Tomé and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Total"
"Finland","0.175412818789482","0.0521495379507542","1.18903255462646","","","8.04517694632523e-05","0.000898751080967486","0.166748955845833","0.282511621713638","","4.09517383575439","2.59823131561279","0.0987314134836197","","","2.9362359046936","0.0108924536034465","0.103105142712593","7.74504709243774","0.00549841951578856","0.00126257468946278","","0.0","0.147215500473976","3.80049538612366","0.00497224507853389","1.82589876651764","","1.05028343200684","0.0003762127016671","0.00409174105152488","0.126624763011932","0.0238425098359585","","0.00910377129912376","","","","","0.00195375923067331","41.7835311889648","1.4815274477005","","","","0.179186448454857","0.0495294518768787","2.76610398292542","","0.0962943583726883","2.24874043464661","4.27008819580078","0.00983045250177383","0.000641102611552924","0.231935977935791","0.218156218528748","4.33248329162598","0.102423489093781","","","44.8143882751465","1.38599467277527","","0.0109014855697751","0.0","20.8950500488281","","","0.57904052734375","0.0877524465322495","22.6372585296631","0.133401200175285","","0.411494463682175","","0.00145276763942093","","0.277630478143692","0.00553766964003444","0.00333048054017127","0.0151132829487324","0.00297046778723598","0.146628946065903","0.010810830630362","5.89666795730591","0.167176827788353","20.6573123931885","0.770499706268311","4.13074827194214","1.57254338264465","0.345155030488968","","1.04197430610657","3.39131593704224","0.125905558466911","4.01401329040527","1.45790994167328","0.0168805755674839","1.19701826572418","","","1.19182753562927","","","0.0586642026901245","0.00339793576858938","5.14829111099243","5.77509593963623","0.0","0.144652962684631","","","3.60602879524231","1.56064629554749","0.0","0.248865380883217","","0.000669265107717365","0.314070850610733","0.00291833118535578","0.00748335104435682","0.0111080780625343","","","0.0785545110702515","","0.496187210083008","","0.305932909250259","","0.237116649746895","0.0","3.73518562316895","0.00664082495495677","","0.0590085797011852","1.18845438957214","2.22401356697083","","","0.208779662847519","0.135846808552742","0.0218892879784107","12.9611768722534","","6.3491792678833","0.00889450497925282","2.33398127555847","","0.0803022533655167","0.0012461015721783","0.0239239521324635","0.865581691265106","8.14603137969971","4.91986799240112","0.425463646650314","","","1.63513314723969","8.71317577362061","0.0688345357775688","0.0","","0.0","0.480437189340591","0.222461938858032","0.0","0.00724548893049359","0.0468278452754021","","0.626782298088074","0.244829714298248","0.0","","0.476526916027069","11.1386404037476","2.20534682273865","0.0022779917344451","0.00133919401559979","0.00301842833869159","0.187264561653137","8.97976715350524e-05","0.00450274720788002","75.8021087646484","8.06950283050537","0.838728606700897","0.190436258912086","0.128380790352821","28.1766586303711","","0.0468008741736412","0.00277679809369147","0.00669001322239637","1.79356265068054","0.994669735431671","","","","0.125521212816238","1.64122605323792","","7.9702844619751","7.60575485229492","0.0256688799709082","","0.0","0.0237960964441299","18.2012958526611","","","0.0598508268594742","0.0506799109280109","","461.13632888196287"
"France","0.871671676635742","2.28519678115845","1399.22717285156","","","0.00780879659578204","0.0189754627645016","6.85858392715454","27.3857841491699","","17.4654006958008","67.2603149414063","0.498252630233765","","","7.74815082550049","0.0395342335104942","0.43153390288353","3021.90673828125","0.0126201612874866","12.3361492156982","","0.0825909301638603","2.1906955242157","19.2164936065674","0.186839699745178","104.300109863281","","20.00608253479","1.13836491107941","0.528535902500153","51.0040664672852","33.1864471435547","","24.2308540344238","","","","","0.0758390054106712","614.405334472656","50.7683143615723","","","","2.17610478401184","41.0661849975586","59.522144317627","","0.799976766109467","45.1126518249512","29.1878814697266","18.2202072143555","0.287666380405426","1.49575340747833","3.82924580574036","171.736694335938","3.30002593994141","","","1.86098647117615","4.32043743133545","","0.100885391235352","10.2659397125244","0.0","","","1.91800367832184","1.35700929164886","656.750366210938","1.28447699546814","","6.89363813400269","","0.0525834858417511","","9.27948665618896","7.7226037979126","5.45726823806763","0.0246631763875484","71.0230178833008","2.80057597160339","1.15144598484039","56.4002113342285","0.30638661980629","229.413177490234","13.4696788787842","26.0048885345459","1.18913412094116","6.05539226531982","","11.3277397155762","926.760437011719","0.954439282417297","77.5296630859375","5.74892234802246","0.0193409323692322","3.38953256607056","","","103.181869506836","","","0.40522974729538","15.3639440536499","3.46512460708618","513.213012695313","0.0612086802721024","1.7160279750824","","","4.60073852539063","320.243103027344","0.12148705124855","9.26355171203613","","0.0183622632175684","1.58847403526306","0.00574959674850106","73.0141372680664","0.278047889471054","","","69.8595199584961","","13.6006050109863","","2.02323698997498","","2.6464102268219","0.0","1946.36145019531","0.179163724184036","","0.136180639266968","4.83497142791748","79.3935699462891","","","1.71728241443634","0.820319712162018","3.98860859870911","74.2479476928711","","13.2829370498657","0.0910493358969688","70.8023071289063","","1.37259614467621","0.0245414450764656","1.69952702522278","19.6612243652344","42.3992881774902","267.596160888672","1333.62915039063","","","72.9008636474609","21.2757663726807","3.90848135948181","0.0276230573654175","","0.0626382082700729","2.18933010101318","289.964324951172","309.629302978516","0.916313529014587","0.482173204421997","","16.5453052520752","44.041934967041","0.00349585246294737","","4.51341485977173","2687.94262695313","153.609802246094","0.0105176093056798","0.134902700781822","0.0208584535866976","2.54832363128662","0.00420774007216096","0.00337396957911551","22.2171993255615","525.7724609375","40.7429428100586","0.178056702017784","0.27766889333725","86.0608749389648","","41.1997299194336","0.378181159496307","0.0857060179114342","1043.46545410156","65.5403518676758","","","","1.15020787715912","16.8199520111084","","305.362243652344","83.8039627075195","0.608540773391724","","3.64102911949158","0.995679795742035","431.286865234375","","","2.85559558868408","0.131376102566719","","19283.459105234364"
"French Polynesia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","285.18505859375","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","285.18505859375"
"Gabon","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","11.7090034484863","0.0","15.5016326904297","","0.0","0.0","0.0","0.0","0.0","","0.0","0.520049035549164","0.0","0.0","11.7583932876587","","0.0","","","","","0.0","11.1885709762573","0.0","","","","0.0","1.42622315883636","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","164.183197021484","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","20.690279006958","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","277.838317871094","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","48.1555137634277","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","16.2265186309814","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.754344284534454","0.0","","0.0","0.0","0.0","","","0.0","0.0","","579.9520431756971"
"Gambia, The","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","6.64640760421753","4.53039836883545","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","4.52109813690186","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","245.530853271484","0.0","0.0","0.651553153991699","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","261.88031053543057"
"Georgia","0.0","0.0","0.0","","","0.0","0.0","0.0","24.4944267272949","","0.0","0.0","9.02238941192627","","","0.0","0.0","0.110687419772148","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","1.29199182987213","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","3.3706226348877","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0929007083177567","0.0","","0.0","0.0","0.0","","","0.0","0.0","6.43686485290527","0.0","","0.667729556560516","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.81187701225281","0.0","0.396559804677963","0.0","0.0","","1.22217845916748","0.671594142913818","0.0","0.0","0.0","0.0185251459479332","0.0","","","0.0","","","0.337790459394455","0.0","0.155807867646217","0.0","0.0","0.0","","","0.256463825702667","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.223156705498695","","0.0","0.0","0.0","0.0","","0.0","1.26254022121429","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","3.3699357509613","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.573087990283966","50.9412612915039","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.796764194965363","0.0","0.0","","0.0","0.0","0.0","0.0","1.23955476284027","","","","0.0","6.2885947227478","","0.950243771076202","2.97173309326172","0.0","","0.0","0.0","0.0","","","0.0","0.0","","118.97528236359355"
"Germany","24.8919887542725","12.2847528457642","33.042049407959","","","0.00500464346259832","0.0124434446915984","4.61138725280762","30.1895427703857","","51.3797187805176","1360.86010742188","33.8888168334961","","","30.2720851898193","0.219084039330482","11.8545331954956","791.749206542969","0.0863830298185349","1.43462312221527","","0.174138531088829","4.31225919723511","335.906219482422","0.145028486847878","141.700439453125","","92.0633850097656","0.833575487136841","0.306133627891541","0.980391323566437","7.93648052215576","","0.817536771297455","","","","","0.0507680326700211","898.704895019531","29.7952671051025","","","","4.96845817565918","2.63683772087097","665.509887695313","","1.04635524749756","300.352966308594","139.093032836914","0.329508602619171","0.0844881385564804","26.0841617584229","14.0933227539063","131.729721069336","2.32668519020081","","","14.8942537307739","24.4967365264893","","0.104984350502491","55.1386528015137","1909.70166015625","","","7.01046895980835","21.9890079498291","0.0","9.27862644195557","","242.538879394531","","0.070656381547451","","5.70172929763794","1.30354142189026","0.493378102779388","0.183208361268044","1.15701377391815","4.60119247436523","0.0","426.130706787109","1.80758690834045","456.677581787109","59.7274856567383","93.1972579956055","34.8557739257813","16.2376708984375","","18.497953414917","1753.78698730469","4.11577844619751","170.163009643555","96.7169647216797","3.65910601615906","25.7149105072021","","","199.214309692383","","","49.9531593322754","0.544664621353149","37.5162010192871","706.555114746094","0.346943527460098","9.23035049438477","","","59.5882530212402","443.904388427734","0.0","89.6263122558594","","0.0381978526711464","4.47549867630005","0.139811769127846","1.49582195281982","0.167303830385208","","","2.33771729469299","","27.0840435028076","","50.4159812927246","","63.1737327575684","0.0","259.325286865234","0.742384612560272","","0.718713998794556","23.4622001647949","362.474273681641","","","3.44565081596375","1.54749476909637","1.45325422286987","613.427734375","","41.6591720581055","0.23824654519558","162.481018066406","","1.41629207134247","0.00741511397063732","2.60756921768188","33.7366065979004","204.150634765625","1361.90832519531","323.357269287109","","","183.940841674805","149.995620727539","1.83082568645477","0.0793167278170586","","0.014917372725904","1.64830183982849","13.2721977233887","0.0","0.6949622631073","5.54315662384033","","125.840881347656","137.2001953125","0.00395198864862323","","10.8370161056519","1265.54760742188","173.205200195313","0.00591631280258298","0.147617682814598","0.043251559138298","10.8026256561279","0.000990421394817531","0.0348185896873474","61.5324783325195","454.633972167969","104.632606506348","10.5802545547485","0.694553732872009","329.416290283203","","36.6098899841309","0.138441637158394","0.18500754237175","130.708053588867","606.663391113281","","","","5.9312572479248","230.728118896484","","277.519805908203","297.251129150391","0.328333735466003","","0.057869415730238","1.18115592002869","604.317443847656","","","4.39507722854614","0.258840978145599","","21031.13796845813"
"Ghana","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Gibraltar","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Greece","0.13885061442852","478.066192626953","0.541536569595337","","","6.97392806614516e-06","0.00567881250753999","0.244686409831047","15.2947130203247","","6.92447710037231","12.235161781311","0.209048420190811","","","15.870415687561","0.00430661905556917","0.206987679004669","18.7320117950439","0.00621800683438778","0.00260129291564226","","0.00158153299707919","0.0126306405290961","0.544542610645294","0.00260299793444574","4.35713291168213","","62.5110626220703","0.000763380608987063","0.0123620023950934","0.0044954982586205","0.0726632624864578","","0.0267019663006067","","","","","0.00199530948884785","30.8272552490234","0.632329642772675","","","","0.0893946290016174","0.0522659383714199","0.748109340667725","","14.2093019485474","7.16183185577393","7.58361434936523","0.0069586681202054","0.132393762469292","0.611238539218903","0.102386049926281","52.1380271911621","0.0465676486492157","","","0.307312548160553","1.50804698467255","","0.00807443913072348","3.26181554794312","20.7331771850586","","","0.0755978897213936","44.9434280395508","48.208438873291","0.127410277724266","","0.0","","0.00112604280002415","","0.178596004843712","0.00286792544648051","0.0014970344491303","0.00987537764012814","0.183659374713898","0.25225704908371","0.0141603834927082","0.986037611961365","0.0281441975384951","33.4029884338379","1.32718276977539","4.14242458343506","0.685079216957092","1.23092949390411","","0.944339036941528","13.4692010879517","0.12373773008585","4.38648176193237","5.33793067932129","0.146047085523605","1.05664122104645","","","2.35462665557861","","","0.241867229342461","0.00160968548152596","0.178851678967476","40.5463447570801","0.00548388343304396","0.051220428198576","","","0.85424530506134","5.79967641830444","0.0","1.14181411266327","","0.0","0.045242927968502","0.0111268935725093","0.0124722113832831","0.0928877890110016","","","0.0687691047787666","","1.37202751636505","","18.3859539031982","","0.0699092447757721","0.0","1.49530363082886","0.00524802692234516","","0.007703997194767","0.147335305809975","7.98034954071045","","","0.482668578624725","0.0526147894561291","0.0250052288174629","63.400993347168","","3.12154483795166","0.00704502686858177","72.7523345947266","","0.216179713606834","0.000442604214185849","0.11763658374548","0.468728274106979","30.1624011993408","79.4633255004883","0.33453032374382","","","58.153205871582","18.0670890808105","0.179528415203094","0.00148216541856527","","0.000621264684014022","0.313979893922806","0.20121793448925","0.0","0.0744154304265976","0.200721517205238","","1.95630443096161","0.378893285989761","0.00252807815559208","","2.96192765235901","1.4297000169754","3.95535111427307","0.007181691005826","0.0","0.0690440759062767","1.73869502544403","2.28706212510588e-05","0.00193670124281198","7.79581212997437","3.79325556755066","24.3567924499512","0.0838587060570717","0.0876905620098114","0.832346796989441","","0.0156002407893538","0.0","0.00211889762431383","1.15582418441772","0.806218504905701","","","","0.225425735116005","25.6137504577637","","24.923131942749","9.50825500488281","0.014231076464057","","0.0139190582558513","0.0287857614457607","1.20068669319153","","","0.0292085930705071","0.0103802280500531","","1439.1242688036846"
"Greenland","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Grenada","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Guam","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","16.2231330871582","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","9.07353210449219","0.0","0.0","0.0","","","17.7449493408203","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","123.107902526855","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","37.9449996948242","0.0","","0.0","0.0","0.0","","","0.0","0.0","","204.09451675414988"
