"Bilateral Remittance Estimates for 2012 using Migrant Stocks, Host Country Incomes, and Origin Country Incomes (millions of US$) (May 2013 Version)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Côte d'Ivoire","Croatia","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mayotte","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","Netherlands Antilles","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","São Tomé and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Total"
"Saudi Arabia","4.18814563751221","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","1547.28479003906","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5667.31787109375","0.0","","","0.0","25.7464656829834","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8381.8271484375","839.479064941406","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","947.628295898438","0.0","0.0","","","0.0","","","0.0","0.0","0.0","627.23583984375","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","43.2338600158691","0.0","","0.0","104.573120117188","0.0","","","0.0","0.0","0.0","328.890533447266","","0.0","0.0","2966.76245117188","","0.0","0.0","0.0","0.0","2800.9482421875","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","1256.55322265625","0.0","0.0","0.0","407.071380615234","0.0","0.0","0.0","0.0","255.317016601563","0.0","0.0","115.700584411621","","0.0","0.0","0.0","40.1396865844727","18.7304782867432","","","","0.0","0.0","","56.5351219177246","67.6455993652344","0.0","","0.0","0.0","0.0","","","1142.41821289063","0.0","","27645.22713184357"
"Senegal","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","6.0806622505188","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","190.361343383789","","","4.07829856872559","0.0","0.0","0.0","","0.0","","0.0","","0.0","9.36735153198242","5.54467916488647","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","5.56612634658813","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","6.22913026809692","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","4.9983344078064","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.33938407897949","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","1.41561651229858","0.0","","0.0","0.0","0.0","","","0.0","0.0","","235.98092651367182"
"Serbia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Seychelles","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Sierra Leone","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0964155271649361","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","1.87187278270721","0.0","0.0","0.162748634815216","","0.0","","0.0","","0.0","6.88862609863281","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6229100227356","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","9.21207618713379","0.0","9.98201847076416","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.256553947925568","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","28.6777458190918","","0.0","0.0","0.272584110498428","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","1.0304172039032","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.680501937866211","0.751970589160919","0.0","","0.0","0.0","0.0","","","0.0","0.0","","61.506441332399845"
"Singapore","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","105.344444274902","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","3929.1669921875","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","1.39233660697937","0.0","0.0","1225.19152832031","401.321960449219","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","926.661865234375","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","94.7311172485352","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","12.2709760665894","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","20.4477710723877","0.0","","0.0","0.0","0.0","","","0.0","0.0","","6716.528991460797"
"Slovak Republic","0.038740299642086","0.0196128208190203","0.105186052620411","","","2.77432627626695e-05","0.0","0.0666641220450401","0.279354274272919","","1.20405995845795","11.8419942855835","0.0512091219425201","","","0.254629552364349","0.0","0.0730780512094498","12.1044549942017","0.0","0.00692261103540659","","0.0","0.0135915093123913","0.429613947868347","0.0","0.396501481533051","","1.24680066108704","0.000212793878745288","0.00109144661109895","0.00494745234027505","0.00178112334106117","","0.0","","","","","6.17271871306002e-05","6.68974304199219","0.0773928984999657","","","","0.0511565469205379","0.00117273814976215","0.839384615421295","","0.0426526851952076","352.177642822266","0.570754885673523","0.00295182131230831","0.0","0.0284807272255421","0.0660280585289001","0.728530943393707","0.0100755859166384","","","0.0314146466553211","0.0488349832594395","","0.000495940446853638","0.207593441009521","23.6907024383545","","","0.0","0.0763332769274712","11.3143138885498","0.00303309853188694","","0.195178344845772","","0.000490251171868294","","0.00591030204668641","0.00374938128516078","0.000545132090337574","0.000469020917080343","0.00166591093875468","0.00540252402424812","0.00172795169055462","63.0749435424805","0.00399198709055781","0.961190164089203","0.0386611111462116","0.122207954525948","0.0142213404178619","0.0811876580119133","","1.02785468101501","2.06912970542908","0.00463877152651548","0.624971985816956","0.497676879167557","0.00732078636065125","0.0519171170890331","","","1.2068567276001","","","0.0805536955595016","0.00239266781136394","0.11564726382494","0.996799349784851","0.0","0.00382965779863298","","","0.0754676684737206","0.232483267784119","0.0","2.36853170394897","","9.15215932764113e-05","0.0168757829815149","0.00289397407323122","0.0020760812330991","0.00258545810356736","","","0.00621349317952991","","0.0691043958067894","","0.204406216740608","","0.490245550870895","0.0","0.0747464001178741","0.00104679015930742","","0.0019998571369797","0.017100814729929","0.550136983394623","","","0.0604254119098186","0.0207928624004126","0.000492001592647284","0.850362777709961","","0.499141156673431","0.0171749573200941","0.121888622641563","","0.0196698363870382","0.000187953628483228","0.00551357353106141","0.108009830117226","0.070538230240345","9.46442699432373","0.0558248721063137","","","3.48197531700134","1.7055321931839","0.00233599101193249","0.00127259630244225","","0.000393825757782906","0.123633414506912","0.0604095458984375","0.0","0.00888051185756922","0.00178229820448905","","0.0","0.606166422367096","0.0","","0.148716300725937","1.75788390636444","0.0118491090834141","0.000784695264883339","0.0","0.0","0.110015034675598","2.9758066375507e-05","0.000209125457331538","0.326124936342239","3.95010542869568","0.569455444812775","0.0390731729567051","0.00363550917245448","0.185317263007164","","0.000927415036130697","0.0","0.000311236421111971","0.22217033803463","0.0444206297397614","","","","0.0204940605908632","8.41766834259033","","1.98622727394104","4.05509853363037","0.00241722236387432","","0.0","0.00535571575164795","5.5885534286499","","","0.101162768900394","0.00124384264927357","","544.9524446303299"
"Slovenia","0.0","0.139321729540825","0.0","","","0.0","0.0","0.0","0.0","","0.0","4.03925371170044","0.0","","","0.0","0.0","0.0","1.34789454936981","0.0","0.0","","0.0","0.0","102.167251586914","0.0","0.0","","0.240586161613464","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","46.1759834289551","","0.0","1.50469422340393","0.101520888507366","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","3.64774513244629","","","0.0","0.0","5.67402982711792","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.05307507514954","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","2.88683199882507","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","13.1816072463989","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.25670850276947","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.406847417354584","0.0","","","0.477202445268631","0.685964286327362","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.19571478664875","1.24518632888794","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","2.46357750892639","","0.550050020217896","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","188.4410468563437"
"Solomon Islands","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","2.14265727996826","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","2.22273731231689","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.213356480002403","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.308640152215958","0.0","0.0","0.0","","0.0","0.0","0.0","0.578564822673798","0.0","0.0","0.0","","","0.336566656827927","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.160238862037659","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.318583309650421","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.164538681507111","0.0","0.0","0.858841359615326","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.249832600355148","0.414573103189468","0.0","","0.0589466132223606","0.0","0.0","","","0.0","0.0","","8.02807723358273"
"Somalia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"South Africa","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","9.61091613769531","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","35.7905654907227","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","509.032318115234","0.0","","","0.0","0.0","0.0","0.0","","1.84383118152618","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","45.0968742370605","","0.0","0.0","0.0","","","0.72348541021347","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","39.8193588256836","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","641.9173493981358"
"Spain","0.132549375295639","1.35561525821686","94.5080642700195","","","0.0018527110805735","0.00813978258520365","200.442398071289","22.6918468475342","","22.5123596191406","51.7719383239746","0.790380895137787","","","33.2762336730957","0.0666330829262733","1.50610446929932","1175.794921875","0.0925249084830284","0.332297533750534","","0.0","430.710845947266","2.98105502128601","0.0329256542026997","580.090698242188","","206.390411376953","0.141503319144249","0.0428900308907032","0.078997939825058","2.54093956947327","","4.85164260864258","","","","","0.389260709285736","990.652526855469","750.977783203125","","","","13.3823413848877","1.12269175052643","3.60546541213989","","0.244649931788445","51.642391204834","64.3226013183594","0.109969712793827","0.511937260627747","417.248413085938","1179.57495117188","24.8407306671143","23.2697010040283","","","3.06055402755737","1.07567393779755","","0.0465123876929283","33.8448219299316","2797.20556640625","","","27.9578266143799","12.132474899292","1048.05737304688","3.56175780296326","","2.19912171363831","","0.0286785177886486","","34.3197021484375","4.10682582855225","4.39237451553345","0.134180054068565","1.20907211303711","128.30891418457","0.0","37.0533599853516","1.11248242855072","202.517669677734","8.44124603271484","5.38620758056641","0.518989980220795","17.0270595550537","","3.80842781066895","190.302627563477","0.723647713661194","21.606689453125","13.7356691360474","0.024097902700305","5.03294897079468","","","19.1765480041504","","","0.553146600723267","0.162071317434311","7.54219818115234","38.7637100219727","0.100727759301662","2.01825094223022","","","75.5298004150391","46.9526329040527","0.0","0.476142227649689","","0.0150736756622791","0.583051323890686","0.0","21.3098411560059","0.0845918878912926","","","0.774621963500977","","89.463508605957","","46.7814674377441","","0.858997344970703","0.0","1736.78881835938","0.33805987238884","","0.133630603551865","4.67975521087646","102.556701660156","","","1.45946478843689","17.5746459960938","0.206019788980484","933.5361328125","","78.8760833740234","0.145445764064789","174.744430541992","","15.8134508132935","0.00966593436896801","149.125900268555","472.249450683594","198.332229614258","187.766891479492","269.286956787109","","","1069.27770996094","29.8921413421631","0.764140009880066","0.00705096591264009","","0.0593039095401764","1.1029440164566","154.492385864258","0.0","0.164545685052872","0.734586596488953","","25.9881896972656","4.50787925720215","0.00153923290781677","","3.37009382247925","0.0","3.07534074783325","0.0","0.315354436635971","0.0297982096672058","1.19643092155457","0.00346797076053917","0.00569273810833693","54.7658653259277","581.887939453125","13.2148342132568","0.183969855308533","0.184596747159958","9.49448204040527","","0.851653158664703","0.00978094805032015","0.0818290933966637","9.16114234924316","0.68482631444931","","","","0.415375024080276","95.1941452026367","","726.273559570313","72.2236175537109","28.5202922821045","","0.595635294914246","39.5680313110352","7.93008518218994","","","0.0669070705771446","0.118937782943249","","18595.159956279582"
"Sri Lanka","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","1.5858074426651","0.0","0.000632106908597052","","","0.0","0.0","0.000195419488591142","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","1.7729457616806","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.133145436644554","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","4.70720958709717","","","0.0","0.000452928885351866","0.709218621253967","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1409.95166015625","0.0","0.0","0.0","0.0","","0.0","0.062249481678009","0.0","0.289076685905457","0.0","4.45994737674482e-05","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.139189556241035","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0405147932469845","0.0","0.271466702222824","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.00406036851927638","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.568894982337952","0.448047786951065","0.0","0.00212330534122884","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.00277563999406993","","0.727847397327423","0.296399772167206","0.0","","0.0","0.0","0.0","","","0.0","0.0","","1421.7139585322802"
"St. Kitts and Nevis","0.0","0.0","0.0","","","0.0","0.0902043282985687","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0545929931104183","1.32411670684814","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.510836124420166","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.293069690465927","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0371891297399998","0.0","0.0","","","","0.0","0.0","","0.492643594741821","1.86869859695435","0.0","","0.0","0.0","0.0","","","0.0","0.0","","4.671351164579391"
