"Table 1: Bilateral Estimates of Migrant Stocks in 2010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Destination country (across)                                                              -                                                   Source country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Côte d'Ivoire","Croatia","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mayotte","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","Netherlands Antilles","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","São Tomé and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Other South","Other North","TOTAL"
"Costa Rica","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","420.446407861195","0.0","0.0","60.46334841628959","0.0","0.0","0.0","0.0","204.01038278960226","95.61927274849705","0.0","0.0","0.0","219.62411469830758","0.0","","239.46002447973254","0.0","0.0","0.0","0.0","0.0","0.0","3428.327576592667","0.0","337.6664198140377","0.0","0.0","","800.1015945841889","","848.4384615384614","0.0","","0.0","0.0","0.0","0.0","0.0","5.265506059054447","12.122119974937398","125.93474088291748","0.0","0.0","2315.40073571436","1284.6062449140527","0.0","840.5104219623793","0.0","","0.0","0.0","0.0","0.0","42.91544945529792","525.1508308621219","0.0","0.0","0.0","0.0","1177.2736832474748","","","22.72150992811993","","","0.0","905.551314894128","0.0","0.0","0.0","5.8276666666666666","531.6765799256506","0.0","25.066663872743796","0.0","0.0","0.0","0.0","0.0","22.464851405943765","","0.0","579.9256021075256","0.0","187.1341986613368","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","3.156709799752079","7.175941012399548","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","3155.4972864098977","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","590.6186291177836","0.0","0.0","45.94093068786859","7283.896248512076","0.0","0.0","0.0","289.4317806626739","0.0","","0.0","6728.3663836681","0.0","42.221298030502204","154.71101803507563","37.189153024911036","21.34585866820073","22.561239776997322","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","13.218640720581861","0.0","0.0","","0.0","3296.0792594072313","0.0","0.0","0.0","0.0","0.0","0.0","0.0","290.87413093589805","522.9732701960075","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","61.619521588089334","0.0","","","0.0","0.0","0.0","498.03449170697377","82623.77829491324","35.51356801353007","0.0","0.0","1083.513989392117","","0.0","0.0","0.0","0.0","0.0","3228.8745121923967","","125300.29788053"
"Côte d'Ivoire","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","420.446407861195","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1817.4258283805743","0.0","0.0","0.0","0.0","3.353039919058131","0.0","","0.0","0.0","0.0","842930.5279127598","0.0","0.0","0.0","2683.292042120916","0.0","0.0","142.8716488889633","0.0","","17.132796457905542","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","14.142473304093631","451.48944337811906","0.0","0.0","4.5134517265387135","3.302329678442295","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","84.1142809323839","71333.58628021262","0.0","3661.4014657401035","0.0","0.0","4339.262824985999","","","106.50707778806218","","","0.0","0.0","2428.6377606816836","0.0","0.0","0.0","0.0","0.0","10.605127023083915","0.0","0.0","0.0","0.0","0.0","226.894999200032","","0.0","22276.424697995804","0.0","96.09593985311889","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","2950.7676253287136","0.0","0.0","0.0","47.839606749330315","0.0","0.0","0.0","0.0","0.0","","77549.17945431596","0.0","0.0","331.3747987357624","0.0","","5.953768464924336","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","937.9824669209546","0.0","0.0","9.84448514740041","0.0","1859.40284101877","4360.500613034047","0.0","203.62034820489617","0.0","","0.0","2.9478056445424317","0.0","0.0","24.465928433453822","0.0","8.53834346728029","129.72712871773462","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","413.78651359138723","0.0","2.5178363277298783","0.0","0.0","","0.0","2074.4199315478077","0.0","0.0","0.0","0.0","0.0","0.0","0.0","465.3986094974369","1234.4862601193313","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1203549379652606","0.0","","","0.0","0.0","0.0","3700.8201325246932","9388.446120405346","0.8661845856958553","0.0","0.0","1.9862767908196464","","0.0","0.0","0.0","0.0","0.0","113392.7265467892","","1172150.7478101896"
"Croatia","","0.0","","0.0","0.0","0.0","0.0","597.9040797942479","0.0","0.0","74103.67938553561","52160.12705404032","0.0","0.0","0.0","0.0","0.0","0.0","42.668838230505045","6.829948053464076","0.0","0.0","0.0","88.85555785504047","9733.611188246981","","738.5027645719483","0.0","0.0","0.0","0.0","0.0","0.0","45691.63238752536","0.0","0.0","0.0","0.0","","673.3189007956879","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","75.47225351311373","1711.2392697953294","853.316129032258","0.0","0.0","0.0","112.27920906703804","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","1505.4739668918508","32577.578006496664","0.0","0.0","0.0","0.0","359367.15333944466","","","426.0283111522487","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","890.8306699390488","184.71441814810777","0.0","0.0","0.0","0.0","1255.7851935922563","","0.0","27706.400739253713","0.0","97.1074760620991","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","127.37367491166079","1.2626839199008315","348.033139101378","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","81.86431639270961","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","160.5969454808382","0.0","0.0","2264.2315839020944","0.0","0.0","0.0","0.0","2811.415236286174","0.0","","0.0","67.79952982447593","0.0","0.0","134.562606383996","0.0","898.6812151742174","131.13720620379692","0.0","0.0","1526.3640503796391","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","484.68349308800157","26140.93552448479","0.0","","0.0","2003.657119632678","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6939.771973912301","27057.694301342795","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","249.83915116625312","0.0","","","0.0","0.0","0.0","9261.32225004032","46499.45280851093","38.97830635631349","0.0","0.0","245.30518366622633","","0.0","0.0","0.0","0.0","0.0","1730.7755948412262","13722.887223896094","753529.1342059366"
"Cuba","","0.0","","0.0","0.0","0.0","15.963386727688787","0.0","0.0","0.0","630.6696117917925","0.0","0.0","102.2541921746074","0.0","0.0","0.0","0.0","861.3771717783206","187.14057666491567","0.0","0.0","0.0","782.9348211000736","0.0","","1351.238709564205","0.0","0.0","0.0","0.0","0.0","0.0","10319.906270456364","124.39039145907473","889.6776104665515","0.0","0.0","","5419.103519635523","","1463.2053373340607","0.0","","90.0817764358055","0.0","0.0","0.0","0.0","33.34820504067816","505.08833228905826","322.87523992322457","0.0","0.0","10177.833643344798","4101.49346062533","0.0","123.00152516522623","0.0","","0.0","0.0","0.0","0.0","255.77607875357558","1933.1474185965747","0.0","0.0","0.0","0.0","11725.586947788992","","","369.5593836250728","","","0.0","515.2479886322699","0.0","0.0","0.0","6701.816666666667","378.52587932513586","0.0","510.97430202131585","0.0","0.0","0.0","0.0","0.0","287.5500979960802","","0.0","18959.406287735048","0.0","205.34185042298037","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","12.626839199008316","34.68371489326448","0.0","0.0","4.504592627937493","0.0","0.0","","0.0","0.0","0.0","5.917407120281472","0.0","","9761.203398243448","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","1113.165958608433","2397.6144285745822","0.0","39.37794058960164","1095.589217832047","0.0","0.0","0.0","581.7724234425605","0.0","","0.0","2427.5179482806925","0.0","229.8715114994009","295.03031346223725","158.0539003558719","185.49291985802353","562.6209169388707","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","104.49020760078994","0.0","0.0","","0.0","105748.4423288732","0.0","0.0","55.11214230471771","0.0","0.0","0.0","0.0","2043.390769824684","1310.7999561994352","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.17526233250621","0.0","","","0.0","0.0","0.0","1434.4982832942887","993729.4094324299","304.89697416494107","0.0","0.0","9515.258966421516","","0.0","0.0","0.0","0.0","0.0","6699.950362987593","","1219243.9848015008"
"Cyprus","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22809.21762646983","297.97523071582754","0.0","0.0","0.0","0.0","0.0","0.0","248.0126222148106","1.365989610692815","0.0","0.0","0.0","3.353039919058131","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4912.578055423109","0.0","5.8724594750267425","0.0","0.0","","18.8460761036961","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","54.54953988721829","139.23870967741934","0.0","0.0","9.026903453077427","9.906989035326886","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","130.46296634410567","1089.0329594450943","0.0","0.0","0.0","0.0","1408.6028049869662","","","19711.59359992591","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","187.99997904557847","0.0","0.0","0.0","0.0","0.0","358.41736852951146","","0.0","218.4473120046285","0.0","31.357622478386165","1083.777290305476","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","1.8940258798512473","13.155891856065837","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","20.838189627235174","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","329.344964372459","0.0","0.0","377.3719306503491","0.0","0.0","0.0","0.0","155.62412327088495","0.0","","0.0","26.530250800881884","0.0","0.0","5.756689043165605","0.0","46.9608890700416","28.201549721246653","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","59.16915370165214","0.0","0.0","","0.0","338.35450498104956","0.0","0.0","0.0","0.0","0.0","0.0","0.0","536.9051666858452","259.24211462505957","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11641.608160397023","0.0","","","0.0","0.0","0.0","67652.69811207094","11244.394287128367","6.929476685566843","0.0","0.0","12.9107991403277","","0.0","0.0","0.0","0.0","0.0","1554.6951309351577","2514.954710284572","149557.17526597847"
"Czech Republic","","1075.0569612441373","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14820.735877107123","49829.56818566831","0.0","0.0","0.0","0.0","0.0","0.0","3126.825801579198","4.097968832078445","0.0","0.0","0.0","83.82599797645327","7.547894467078642","","766.6745321577991","0.0","0.0","0.0","0.0","0.0","0.0","25645.520038144805","0.0","8.808689212540113","0.0","0.0","","243.2857097022587","","0.0","0.0","","0.0","0.0","0.0","0.0","179.0985668893068","596.7573533595039","0.0","723.0193548387097","0.0","0.0","18.053806906154854","432.60518787594066","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","411.98831477086","8305.585049491823","0.0","0.0","0.0","0.0","54654.16328832586","","","1370.889332590151","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","544.7178880038556","211.10219216926603","0.0","0.0","0.0","0.0","7810.511822538938","","16452.852531216824","7150.2486232943575","0.0","250.86097982708932","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","36.61783367712411","302.58551268951425","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","328.94570768706956","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","3612.346158822367","0.0","0.0","977.8855246417742","18.490957262988136","0.0","0.0","0.0","1124.2752083027483","0.0","","0.0","39.795376201322824","0.0","23.456276683612337","53.96895977967755","49.585537366548046","6723.585319221576","183.31007318810325","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","67800.9260921921","285.9900161244008","0.0","","0.0","9638.49992930711","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5807.7868143534315","12368.430066159226","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1149.4841663523575","0.0","","","0.0","0.0","0.0","24979.45776445696","32070.861663983906","14.72513795682954","0.0","0.0","80.44421002819568","","0.0","0.0","0.0","0.0","0.0","557.5563866950347","6783.726245428747","369737.1388867531"
"Denmark","","0.0","","0.0","0.0","0.0","21.284515636918382","0.0","0.0","0.0","11457.164614217563","1424.5307082467193","0.0","34.67750865051903","0.0","0.0","0.0","0.0","3964.2017518528596","10.92791688554252","0.0","0.0","0.0","110.65031732891832","0.0","","454.7728196001643","0.0","0.0","0.0","0.0","0.0","0.0","20203.268282433186","0.0","26.426067637620342","0.0","0.0","","376.92152207392195","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","149.18933833987597","137.38402638262386","0.0","0.0","0.0","103.8093897103904","250.97705556161443","268.1855114984683","0.0","0.0","","0.0","0.0","3199.0831864280235","0.0","913.6006873123716","6244.852179579506","0.0","0.0","0.0","0.0","29759.45189498581","","","1622.5416747729387","","","0.0","0.0","0.0","0.0","0.0","0.0","11.312267657992566","0.0","354.78970404498915","5025.856036645218","0.0","0.0","0.0","0.0","1184.270721849594","","0.0","2842.4156192983205","0.0","563.4256684019708","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","660.5689639237191","","0.0","0.0","0.0","27.689929328621908","55.558092475636585","1815.5130761370856","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","354.24922366299796","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","3250.4045571956667","0.0","0.0","1647.310514665002","67.8001766309565","0.0","0.0","0.0","28732.28556276946","0.0","","0.0","57.482210068577416","0.0","19.703272414234362","43.89475395413774","1053.692669039146","802.73660145455","545.6999871061228","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","122.1150618948991","21.720760718308924","0.0","","0.0","13762.051600555751","28.486945590510572","0.0","0.0","0.0","0.0","0.0","0.0","48868.97775642018","4625.956694738075","0.0","0.0","517.1771876885938","1161.4970154361322","0.0","0.0","0.0","0.0","0.0","3777.8368508188587","0.0","","","0.0","0.0","0.0","18734.59332334272","32019.713319448485","43.309229284792764","0.0","0.0","106.26580830885108","","0.0","0.0","0.0","0.0","0.0","1076.8920500877955","4640.372910921388","259357.52709311483"
"Djibouti","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","105.11160196529875","0.0","0.0","0.0","32.68911469732613","0.0","0.0","0.0","118.67270632859217","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","629.9038921535101","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","3.5103373727029643","5.0508833228905825","25.45489443378119","0.0","0.0","0.0","0.0","494.1370841782802","0.0","0.0","","0.0","3767.690924445734","0.0","0.0","3.433235956423833","6488.631524057802","0.0","0.0","0.0","0.0","111.98097612867093","","","2.840188741014991","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9282049132879844","0.0","0.0","0.0","0.0","0.0","4.492970281188753","","0.0","99.73747783464285","0.0","7.080753462861392","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","1.195990168733258","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","97.10170682105934","0.0","0.0","49.222425737002055","0.0","0.0","0.0","0.0","15.998741644670416","0.0","","0.0","0.0","0.0","0.0","2.8783445215828025","0.0","3.201878800230109","1.4100774860623326","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","1.2589181638649392","0.0","0.0","","0.0","41.297793430507646","0.0","0.0","0.0","0.0","86.88135984107933","0.0","0.0","78.77841046180573","49.379450404773245","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.3610648138957817","0.0","","","0.0","0.0","0.0","313.9206769535978","309.0337761818745","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","527.1940111537783","","13484.461396858524"
"Dominica","","0.0","","0.0","0.0","0.0","3517.266209000763","0.0","0.0","35.8389402126547","12.202080278829756","0.0","0.0","42.68001064679265","0.0","0.0","586.7541229385307","0.0","90.67128123982322","2.73197922138563","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3294.4540039922745","0.0","8.808689212540113","0.0","0.0","","39.40543185318275","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","1.7551686863514822","1.0101766645781165","10.71785028790787","0.0","0.0","36.10761381230971","16.511648392211477","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","1.7166179782119164","775.7651102323321","0.0","0.0","0.0","0.0","223.96195225734186","","","374.90491381397885","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.82180786601623","0.0","0.0","0.0","0.0","0.0","6.739455421783129","","0.0","942.7041738294979","0.0","43.49605698614855","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","13.155891856065837","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","181.58993818019223","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","71.07444519891972","122.92456787125543","0.0","6.5629900982669405","0.0","0.0","0.0","0.0","14.544310586064013","0.0","","0.0","1.4739028222712158","0.0","0.0","5.037102912769904","0.0","0.0","4.230232458186998","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","1407.3017299780686","0.0","162.65584100824043","86.60479505027068","142.2298253893346","0.0","0.0","0.0","58.17482618717961","85.29177797188106","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.842484565756824","0.0","","","0.0","0.0","0.0","8926.208615992808","42409.28452622656","0.0","0.0","0.0","3.9725535816392927","","5387.715542887681","0.0","0.0","0.0","0.0","508.8516260308366","","69686.75282167969"
"Dominican Republic","","0.0","","0.0","0.0","0.0","1323.1873887617594","0.0","0.0","4316.6012433908545","105.11160196529875","0.0","0.0","77.35751929731168","0.0","0.0","0.0","0.0","1450.7404998371715","19.123854549699413","0.0","0.0","0.0","20.118239514348787","0.0","","102.62572477702824","0.0","0.0","0.0","0.0","0.0","0.0","7572.587737091782","0.0","82.21443265037439","0.0","0.0","","481.43158046714575","","309.8906437534097","0.0","","0.0","0.0","0.0","0.0","117.74988651838403","10.531012118108894","6.061059987468699","111.19769673704415","0.0","0.0","0.0","485.4424627310174","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","70.38133710668858","457.94063775829284","0.0","0.0","0.0","0.0","7816.566820560519","","","198.8132118710494","","","0.0","84.48639074570708","0.0","0.0","0.0","9668.099","84.40692021732914","0.0","9.641024566439922","0.0","0.0","0.0","0.0","0.0","13.478910843566258","","0.0","24173.53558022648","0.0","485.53738031049545","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.6313419599504158","215.27823037198644","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","1195.2190193335605","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","7297.643739438377","10151.227885825294","0.0","13.125980196533881","80.12748147294859","0.0","0.0","0.0","459.60021451962285","0.0","","0.0","8479.362936526304","0.0","14.073766010167402","74.83695756115287","904.9360569395018","3.201878800230109","52.17286698430631","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","9.441886228987043","0.0","0.0","","0.0","130831.5594583357","0.0","457.3931168201648","31.492652745552977","0.0","0.0","0.0","0.0","409.64773440138976","6011.948086781143","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.444259255583127","0.0","","","0.0","0.0","0.0","692.7447850073065","787014.9893090462","32.04882967074665","0.0","0.0","13803.630557801132","","3484.290905851964","0.0","0.0","0.0","0.0","4573.962293457071","","1035962.8920296978"
"Ecuador","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1892.0088353753774","0.0","0.0","14.22667021559755","0.0","0.0","0.0","0.0","1866.7616725845958","2.73197922138563","0.0","0.0","0.0","1093.0910136129507","0.0","","1195.2878532853877","0.0","0.0","0.0","0.0","0.0","0.0","15698.131534924318","0.0","2.9362297375133712","0.0","0.0","","16092.835712910677","","11436.87023095108","0.0","","0.0","0.0","0.0","0.0","0.0","7.020674745405929","39.39688991854654","557.3282149712093","0.0","0.0","1417.223842133156","0.0","0.0","117.60672142990929","0.0","","0.0","0.0","0.0","0.0","92.69737082344349","1642.6626856901948","0.0","0.0","0.0","0.0","5908.469924683822","","","46.863114226747356","","","0.0","129.70445903214184","0.0","0.0","0.0","52.449","284.5470403202745","0.0","75.1999916182314","0.0","0.0","0.0","0.0","0.0","105.58480160793567","","0.0","95226.12437297005","0.0","217.48028493074276","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","29.89975421833145","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","1771.2461183149899","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","1640.7185307187242","0.0","0.0","82.03737622833675","120.19122220942288","0.0","0.0","0.0","632.6775104937846","0.0","","0.0","2744.407055069004","0.0","85.3808471283489","1295.9746208426568","0.0","32.01878800230109","315.8573568779625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","30.84349501469101","0.0","0.0","","0.0","519123.27643133333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1490.7299210464776","1861.8297323072459","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","4020.0390487517693","420751.37999002467","203.553377638526","0.0","0.0","28409.716939093403","","0.0","0.0","0.0","0.0","0.0","8044.532663616011","","1147901.5519008508"
"Egypt, Arab Rep.","","0.0","","0.0","0.0","0.0","35.4741927281973","0.0","0.0","0.0","41203.747970397104","11981.740856152222","0.0","0.0","34350.439384950754","0.0","0.0","0.0","2596.132126087291","2.73197922138563","0.0","0.0","0.0","41.91299898822663","0.0","","3412.8084161145075","0.0","0.0","0.0","0.0","0.0","0.0","47234.088767486406","0.0","2.9362297375133712","44.478909559771594","0.0","","145.6287698921971","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","4579.235102691017","158.5977363387643","1712.1765834932821","0.0","0.0","9.026903453077427","115.58153874548033","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","698.6635171322499","28023.908895797817","0.0","0.0","0.0","0.0","20891.819217479282","","","9223.146331328604","","","0.0","24.988932474082375","0.0","0.0","0.0","0.0","0.8701744352301973","0.0","419.3845686401366","34.507089104591564","0.0","0.0","0.0","0.0","1455.7223711051558","","32257.580405439567","90463.1928022977","0.0","1749.9576415357442","851803.4770070843","0.0","0.0","0.0","","0.0","","319482.72993555944","0.0","0.0","0.0","","0.0","0.0","397064.3632438473","0.0","1.8940258798512473","129.16693822319186","0.0","0.0","72.07348204699989","0.0","0.0","","0.0","0.0","0.0","382.6589937782018","0.0","","159.26330643672597","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","11300.836786628235","0.0","0.0","1466.8282869626612","4.622739315747034","0.0","9590.73793370849","0.0","679.2193043691894","40711.24097128944","","0.0","61.903918535391064","0.0","0.0","41.01640943255494","418.3779715302491","226.00286787299416","143.82790357835793","0.0","87727.00741138974","0.0","0.0","0.0","0.0","0.0","0.0","1005872.6336758562","0.0","","","0.0","0.0","132.18640720581863","0.0","0.0","","0.0","4184.5475513982865","0.0","0.0","0.0","0.0","12088.356476070174","0.0","0.0","2822.6910456237774","5009.769695611541","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","862.6733022332508","0.0","","","0.0","0.0","140934.76626559233","28101.88998501408","132513.29579937653","67.56239768427672","0.0","0.0","239.34635329376738","","0.0","119564.17904129687","58037.273233609165","209.18684597422816","0.0","176076.69578944228","","3741054.78371556"
