"Bilateral Remittance Estimates for 2011 using Migrant Stocks, Host Country Incomes, and Origin Country Incomes (millions of US$) (May 2013 Version)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Côte d'Ivoire","Croatia","Cuba","Curaçao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","São Tomé and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Total"
"Ethiopia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","5.40431785583496","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.600832462310791","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","2.80150771141052","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","8.80665802955627"
"Faeroe Islands","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","15.5849294662476","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00697823101654649","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","15.591907697264146"
"Fiji","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","6.36202669143677","0.0","0.0","","","1.04315578937531","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.3179817199707","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","2.2289457321167","0.0","0.0","0.0","","0.0","0.0","1.00592458248138","","0.0","0.12533999979496","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.557783663272858","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.020583676174283","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.403241753578186","0.0","0.0","0.0","","","","0.0","0.0","","1.76251804828644","0.0","0.0","","0.160692363977432","0.0","0.0","","","0.0","0.0","","29.98819402046502"
"Finland","0.181869760155678","0.058534812182188","1.25298762321472","","","8.83708271430805e-05","0.00100240542087704","0.200977221131325","0.252435147762299","","4.04673957824707","2.79935646057129","0.104783780872822","","","2.52018141746521","0.0105784805491567","0.109635956585407","8.48131275177002","0.00515134166926146","0.00130076322238892","","0.0","0.151490092277527","3.99755883216858","0.00567783135920763","1.7732766866684","","1.13218259811401","0.000402918783947825","0.00441371835768223","0.120871253311634","0.0250740982592106","","0.00917096994817257","","","","","0.00196762639097869","42.5601348876953","1.51581943035126","","","","0.185667082667351","0.0569016002118587","2.74494051933289","","","0.115147784352303","2.07582139968872","4.45077610015869","0.0100922556594014","0.000653035705909133","0.243647083640099","0.218079373240471","3.02504181861877","0.094713568687439","","","46.2123031616211","1.35701656341553","","0.0104520097374916","0.0","20.9292030334473","","","0.588208258152008","0.0918060764670372","24.6776065826416","0.133488729596138","0.789350509643555","","0.0013632959453389","","0.254265427589417","0.00579947466030717","0.00362311559729278","0.0142125571146607","0.00283572031185031","0.141854703426361","0.0102216526865959","6.57917785644531","0.127954944968224","18.7690658569336","0.740251481533051","3.99114871025085","1.59326958656311","0.351393759250641","","1.3694121837616","3.29733467102051","0.123865485191345","3.38122987747192","1.38184440135956","0.02504294924438","0.910861909389496","","","1.12158799171448","","","0.04996357858181","0.00319818872958422","4.89073514938354","5.82073211669922","0.0","0.139837652444839","","","5.08704853057861","1.66945540904999","0.0","0.274732321500778","","0.000727666891179979","0.295771718025208","0.00295984861440957","0.00795961916446686","0.0124127604067326","","","0.0793303549289703","0.504083871841431","","0.278498440980911","","0.229988589882851","0.0","3.93161368370056","0.0105076115578413","","0.0573392771184444","1.0117781162262","2.44958209991455","","0.206780925393105","0.122907750308514","0.0240233223885298","12.9930362701416","","6.427001953125","0.00889899581670761","2.0429208278656","","0.0653039738535881","0.00151361688040197","0.0245009176433086","0.831206798553467","7.68361806869507","5.43764972686768","0.419107139110565","","","1.73382151126862","9.55183601379395","0.075496032834053","0.0","","0.0","0.478346168994904","0.240499556064606","0.0","0.00713624805212021","0.045822910964489","","","0.677337169647217","0.197971433401108","0.0","","0.518168270587921","12.6884183883667","1.81439459323883","0.00285420240834355","0.00138528237584978","","0.0028667557053268","0.0734890848398209","9.59269746090285e-05","0.00525179551914334","81.4941024780273","8.56380462646484","0.838728606700897","0.155826300382614","0.129098013043404","27.2923069000244","","0.0491189248859882","0.00267096376046538","0.00642644567415118","1.63555610179901","1.14973759651184","","","","0.12192789465189","1.69567799568176","","7.72782707214355","9.14313220977783","0.0264514870941639","","0.0","0.026098944246769","15.6531143188477","","","0.0565039254724979","0.0515133589506149","","470.56505337649287"
"France","0.903757870197296","2.56500029563904","1474.48803710938","","","0.0085774352774024","0.0211639329791069","8.26643371582031","24.4702682495117","","17.2588348388672","72.4668273925781","0.528796136379242","","","6.65026521682739","0.038394670933485","0.458867847919464","3309.17724609375","0.0118235377594829","12.7092742919922","","0.0877921432256699","2.25430488586426","20.2129077911377","0.213353171944618","101.29419708252","","21.5661201477051","1.21917366981506","0.570126116275787","48.6865692138672","34.9006958007813","","24.4097118377686","","","","","0.0763772875070572","625.824951171875","51.9434204101563","","","","2.25480794906616","47.1786270141602","59.0667381286621","","","0.956603825092316","41.6436767578125","30.4229621887207","18.7054462432861","0.293020844459534","1.57127821445465","3.82789635658264","119.910598754883","3.05161666870117","","","1.91903710365295","4.23010635375977","","0.0967258214950562","10.7013540267944","0.0","","","1.94837081432343","1.41969466209412","715.94482421875","1.28531980514526","13.2237405776978","","0.0493450202047825","","8.49853610992432","8.0877046585083","5.93677425384521","0.0231932923197746","67.8012466430664","2.70938920974731","1.08869349956512","62.9282531738281","0.234504297375679","208.442947387695","12.9408874511719","25.1260471343994","1.20480692386627","6.16484451293945","","14.8874540328979","901.07763671875","0.938974380493164","65.3076095581055","5.44897556304932","0.0286929793655872","2.57923913002014","","","97.1009063720703","","","0.345129132270813","14.4607763290405","3.29177260398865","517.268493652344","0.0660356283187866","1.6589035987854","","","6.49029207229614","342.570617675781","0.114511854946613","10.2264022827148","","0.0199646018445492","1.49592268466949","0.00583139294758439","77.6610260009766","0.310705602169037","","","70.5494842529297","13.8170547485352","","1.84180355072021","","2.56685543060303","0.0","2048.7177734375","0.283486276865005","","0.1323282122612","4.11620187759399","87.4459991455078","","1.70084226131439","0.74218624830246","4.3774676322937","74.4304428100586","","13.4457473754883","0.0910952985286713","61.9728698730469","","1.11623251438141","0.0298100486397743","1.74051368236542","18.8804187774658","39.9924736022949","295.758819580078","1313.70483398438","","","77.3007888793945","23.323600769043","4.28672647476196","0.0299189817160368","","0.0663593634963036","2.17980146408081","313.475158691406","367.92724609375","0.902498364448547","0.471825689077377","","","17.879810333252","35.6126899719238","0.00299279438331723","","4.90782022476196","3061.93017578125","126.37866973877","0.0131780067458749","0.139545351266861","","0.0198103412985802","1.0000501871109","0.00449494644999504","0.00393524207174778","23.8854942321777","557.978820800781","40.7429428100586","0.145696610212326","0.279220163822174","83.3597640991211","","43.2403564453125","0.363767236471176","0.0823294371366501","951.539916992188","75.7580261230469","","","","1.11728060245514","17.3779964447021","","296.073059082031","100.743545532227","0.627094268798828","","4.08811950683594","1.09203588962555","370.906707763672","","","2.69590902328491","0.133536621928215","","20085.072221109658"
"French Polynesia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","285.651214599609","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","285.651214599609"
"Gabon","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","12.8220930099487","0.0","15.9705038070679","","0.0","0.0","0.0","0.0","0.0","","0.0","0.556965589523315","0.0","0.0","12.3657751083374","","0.0","","","","","0.0","11.3965253829956","0.0","","","","0.0","1.63850748538971","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","164.451568603516","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","22.0070858001709","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","278.521240234375","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","52.0600509643555","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","17.0302200317383","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.906822443008423","0.0","","0.0","0.0","0.0","","","0.0","0.0","","589.7273584604267"
"Gambia, The","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","6.9606294631958","4.92846536636353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","4.80883741378784","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","265.438934326172","0.0","0.0","0.637570738792419","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","282.7744373083116"
"Georgia","0.0","0.0","0.0","","","0.0","0.0","0.0","21.8867263793945","","0.0","0.0","9.57547473907471","","","0.0","0.0","0.117698505520821","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","1.3927389383316","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","3.43327045440674","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0957986041903496","0.0","","0.0","0.0","0.0","","","0.0","0.0","7.01703405380249","0.0","1.28087425231934","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.64625668525696","0.0","0.383157938718796","0.0","0.0","","1.60624516010284","0.652982711791992","0.0","0.0","0.0","0.0274827312678099","0.0","","","0.0","","","0.287691920995712","0.0","0.148013189435005","0.0","0.0","0.0","","","0.36179518699646","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.203145146369934","","0.0","0.0","0.0","0.0","","0.0","1.07485044002533","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","2.94968628883362","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.607676684856415","55.8444595336914","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.651959896087646","0.0","0.0","","0.0","0.0","0.0","0.0","1.43279993534088","","","","0.0","6.49723529815674","","0.921337187290192","3.5724196434021","0.0","","0.0","0.0","0.0","","","0.0","0.0","","123.66881150566037"
"Germany","25.8082618713379","13.7889184951782","34.8192939758301","","","0.0054972623474896","0.0138785680755973","5.55795860290527","26.9755344390869","","50.772045135498","1466.2021484375","35.9662551879883","","","25.9826354980469","0.212769001722336","12.605414390564","867.015075683594","0.0809302553534508","1.47801554203033","","0.185104995965958","4.43747138977051","353.323638916016","0.165608748793602","137.616653442383","","99.2423324584961","0.892748117446899","0.330223143100739","0.935844779014587","8.34643936157227","","0.823571383953094","","","","","0.0511283688247204","915.408569335938","30.4849224090576","","","","5.14815235137939","3.02931451797485","660.418029785156","","","1.25122082233429","277.257080078125","144.978713989258","0.33828404545784","0.0860607549548149","27.4012241363525","14.088357925415","91.9767837524414","2.15154409408569","","","15.3588562011719","23.9845638275146","","0.100655786693096","57.4772758483887","1912.82312011719","","","7.12146329879761","23.0047607421875","0.0","9.28471374511719","465.250946044922","","0.0663048699498177","","5.22187852859497","1.36516892910004","0.536729156970978","0.172289460897446","1.10452890396118","4.45137739181519","0.0","475.453216552734","1.38350307941437","414.933563232422","57.3827056884766","90.0476303100586","35.3151741027832","16.5311679840088","","24.3108901977539","1705.18542480469","4.04908990859985","143.337890625","91.6708068847656","5.42841768264771","19.5675659179688","","","187.473739624023","","","42.5444946289063","0.512646555900574","35.6393585205078","712.138610839844","0.374303668737412","8.9230842590332","","","84.0615386962891","474.853637695313","0.0","98.9420318603516","","0.0415310971438885","4.21473598480225","0.141800805926323","1.59102153778076","0.186954244971275","","","2.36080598831177","27.515079498291","","45.8949317932129","","61.2746429443359","0.0","272.962860107422","1.17465662956238","","0.698382198810577","19.9742965698242","399.237915039063","","3.41266417503357","1.40009963512421","1.59493541717529","614.935485839844","","42.169792175293","0.238366812467575","142.218734741211","","1.15176713466644","0.00900700502097607","2.67045497894287","32.3968238830566","192.561935424805","1505.23950195313","318.526245117188","","","195.042587280273","164.432998657227","2.00800466537476","0.0859092324972153","","0.0158035699278116","1.64112770557404","14.348331451416","0.0","0.684484302997589","5.42419958114624","","","135.990905761719","110.941268920898","0.00338329188525677","","11.7840118408203","1441.63012695313","142.500289916992","0.00741282617673278","0.152697950601578","","0.0410782136023045","4.23932409286499","0.00105802447069436","0.0406107902526855","66.1529693603516","482.482818603516","104.632606506348","8.65739440917969","0.698433995246887","319.077209472656","","38.4231872558594","0.133165091276169","0.17771877348423","119.193145751953","701.241516113281","","","","5.76146173477173","238.38313293457","","269.077606201172","357.335510253906","0.338344097137451","","0.0649753361940384","1.29546129703522","519.713012695313","","","4.14930152893066","0.263097673654556","","21769.101894471925"
"Ghana","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Gibralter","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Greece","0.143961697816849","536.601379394531","0.570664525032043","","","7.66038738220232e-06","0.0063337585888803","0.294912755489349","13.6664228439331","","6.84258031845093","13.1822671890259","0.221863389015198","","","13.6216325759888","0.00418248167261481","0.220098555088043","20.5127277374268","0.00582550698891282","0.00267997314222157","","0.00168113096151501","0.0129973869770765","0.572778284549713","0.00297237630002201","4.23156118392944","","67.3855590820313","0.000817570369690657","0.0133347623050213","0.00429123407229781","0.0764166861772537","","0.0268990639597178","","","","","0.00200947164557874","31.4002227783203","0.646965801715851","","","","0.0926277637481689","0.0600453950464725","0.742385566234589","","","16.9913311004639","6.61111736297607","7.90451431274414","0.00714399060234427","0.134858071804047","0.64210170507431","0.102349981665611","36.4039916992188","0.0430622696876526","","","0.316898673772812","1.47651720046997","","0.0077415257692337","3.40016055107117","20.767068862915","","","0.0767948031425476","47.0195388793945","52.5535736083984","0.127493873238564","0.0","","0.00105669302865863","","0.163565576076508","0.00300351250916719","0.00162857247050852","0.00928682275116444","0.175328150391579","0.244043543934822","0.0133886579424143","1.10016655921936","0.0215411987155676","30.3496837615967","1.27508020401001","4.0024299621582","0.694108545780182","1.25317871570587","","1.24109530448914","13.0959377288818","0.121732793748379","3.69498085975647","5.05942678451538","0.216666206717491","0.804042994976044","","","2.21585822105408","","","0.205995321273804","0.00151506043039262","0.169904172420502","40.8667488098145","0.0059163449332118","0.0495153665542603","","","1.20508944988251","6.20403289794922","0.0","1.26049375534058","","0.0","0.0426068753004074","0.0112851895391941","0.0132659897208214","0.103797785937786","","","0.0694482997059822","1.39386296272278","","16.7371978759766","","0.0678076818585396","0.0","1.57393944263458","0.00830382201820612","","0.00748605746775866","0.125432357192039","8.78975009918213","","0.478047788143158","0.047603365033865","0.0274430457502604","63.5568313598633","","3.1598060131073","0.00704858358949423","63.6797180175781","","0.175803229212761","0.000537623243872076","0.120473563671112","0.450113654136658","28.4502201080322","87.826286315918","0.329532384872437","","","61.6630439758301","19.8060836791992","0.196902364492416","0.00160535727627575","","0.000658172182738781","0.31261333823204","0.217533051967621","0.0","0.073293462395668","0.196413993835449","","","2.11409544944763","0.306376338005066","0.0021642844658345","","3.22075629234314","1.62862193584442","3.25416731834412","0.00899827759712934","0.0","","0.0655746832489967","0.68232399225235","2.44316979660653e-05","0.00225887889973819","8.38120174407959","4.02561330795288","24.3567924499512","0.0686181858181953","0.0881804674863815","0.806222677230835","","0.0163729228079319","0.0","0.00203541899099946","1.05400013923645","0.931907057762146","","","","0.218972414731979","26.4635524749756","","24.1649646759033","11.4301910400391","0.0146649610251188","","0.0156282130628824","0.0315714813768864","1.032590508461","","","0.0275752302259207","0.0105509338900447","","1495.632171996335"
