"Bilateral Remittance Estimates for 2011 using Migrant Stocks, Host Country Incomes, and Origin Country Incomes (millions of US$) (May 2013 Version)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Côte d'Ivoire","Croatia","Cuba","Curaçao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","São Tomé and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Total"
"Korea, Rep.","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","9.01560878753662","0.0","0.0","","","16.9041061401367","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","1.98659992218018","0.0","","0.0","","","","","0.0","1958.95568847656","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","14.1719455718994","","","0.0","0.0","5.30078125","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.8821678161621","48.3380432128906","0.0","0.0","0.0","","0.0","0.0","0.0","36.027904510498","0.0","0.0737668499350548","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.936902105808258","0.0","0.0","0.0","","","0.0","0.0","","0.0","","114.66283416748","0.0","0.0","0.0","","0.0","16.6536827087402","0.0","","1.66081428527832","0.0","0.0","0.0","","0.0","0.0","14.893949508667","","0.0","0.0","0.0","0.0","143.656097412109","0.0","0.0","","","0.0","1.26113891601563","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","22.3746967315674","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","104.706611633301","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","3.80537605285645","76.5845947265625","0.0","","0.0","0.0","159.17106628418","","","0.0","0.0","","2767.024377070364"
"Kosovo","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Kuwait","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","878.966491699219","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1522.68310546875","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2678.009765625","40.2197570800781","104.139251708984","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","425.346771240234","","0.0","0.0","0.0","0.0","518.135070800781","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","677.398681640625","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","348.094268798828","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","7192.9931640625"
"Kyrgyz Republic","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","13.0823173522949","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.374792784452438","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","44.5677680969238","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.5902481079102","0.0","0.0","","0.0","0.0","0.0","0.0","1.11950051784515","","","","0.0","6.40297937393188","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","82.13760623335838"
"Lao PDR","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.310445159673691","0.0","","0.0","","","","","0.0","9.69857978820801","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.7152738571167","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","17.5405368804932","","","0.0","0.0","","31.2648356854916"
"Latvia","0.0","0.0","0.0","","","0.0","0.0","0.0","4.61048269271851","","0.0","0.0","7.02680969238281","","","0.0","0.0","4.48685073852539","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","3.21808505058289","0.0","0.0","0.0","0.0","0.0","0.0","","","8.22136688232422","0.0","","0.0","1.56786811351776","0.0","","","0.0","4.01840877532959","5.72718238830566","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.48424601554871","0.0","0.0","0.0","0.0","","1.09984171390533","0.0","0.0","0.0","0.0","0.71158242225647","0.0","","","0.0","","","7.75086879730225","0.0","0.0","5.76411294937134","0.0","0.0","","","47.2730178833008","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","6.9314398765564","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.902413487434387","","0.0","0.0","0.0","0.0","0.0","1.76676726341248","0.0","","","0.0","103.55534362793","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","1.63090538978577","0.0","0.0","","0.0","0.0","0.0","0.0","2.16216015815735","0.0","0.0","15.00426197052","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","33.1721611022949","","1.43214428424835","4.38669490814209","0.0","","0.0","0.0","0.0","","","0.0","0.0","","273.90501618385343"
"Lebanon","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Lesotho","0.0","0.0","0.0","","","3.26102167491626e-07","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0840932428836823","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.00253788498230278","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.00232124538160861","","0.00352184474468231","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","3.908207654953","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0184462331235409","0.0","0.0","0.0","0.0","0.0152669092640281","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0128419427201152","","4.047237284155128"
"Liberia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0783410593867302","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.789889931678772","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","1.37104797363281","","","0.0","0.0","2.38222241401672","1.70550441741943","0.0","","0.0","","0.0","5.21227025985718","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.57305097579956","0.0","0.0","0.0","0.0","","0.0","0.265695214271545","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","26.6146011352539","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.529303193092346","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","24.4998798370361","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.410754024982452","0.0","0.0","1.80147004127502","","","0.0","0.0","0.0","","0.0","0.863673448562622","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.564677536487579","0.0","0.0","0.0","0.0","0.0","","0.35105088353157","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.993386507034302","0.536470651626587","0.0","","0.0","0.0","0.0","","","0.0","0.0","","74.54328950494524"
"Libya","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1452.47900390625","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","70.126953125","0.0","0.0","0.0","","0.0","0.0","0.0","235.774108886719","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","1758.380065917969"
"Liechtenstein","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","11.6129522323608","0.0","","","0.0","0.0","0.0","0.345340430736542","0.0","0.0","","0.0","0.0","0.35244420170784","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.213858440518379","","","0.0","0.0","0.134896636009216","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.00590348290279508","0.810763776302338","","","0.0","0.0","5.24603652954102","0.0","0.0852072313427925","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000672039052005857","0.0","0.0","0.0","0.0","0.00559384981170297","","0.0","2.2463366985321","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.201968789100647","0.0","0.0759973600506783","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.123272933065891","","0.0","0.0","0.0","0.0","","0.0460650213062763","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.814261019229889","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.21386481821537","0.0","","0.0","3.3588080406189","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0590116903185844","34.1864852905273","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.226823478937149","","","","0.0","0.0","","0.0626122578978539","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","60.42917624808607"
"Lithuania","0.00499244267120957","0.00240986165590584","0.00458523817360401","","","0.0","0.0","0.0318862870335579","0.640407025814056","","0.0431068204343319","0.138593807816505","1.16091883182526","","","0.00171802181284875","0.0","14.0348587036133","0.393695294857025","0.0","0.0","","0.0","0.00091090559726581","0.0","0.0","0.135695308446884","","0.0222090892493725","0.0","0.0","0.0","0.0","","0.0","","","","","3.07569530377805e-06","0.563542068004608","0.0156164932996035","","","","0.0124699100852013","0.0","0.00213828543201089","","","0.00163264444563538","0.175577774643898","0.270661592483521","0.0","0.0","0.0019665255676955","0.0","0.0071248016320169","0.0","","","1.6241500377655","0.0","","0.0","0.10936401039362","1.32341182231903","","","0.0","0.605540752410889","4.25409889221191","0.000631825067102909","0.00533074606209993","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.359049052000046","0.00229841540567577","0.0590455159544945","0.00172544608358294","0.0120062055066228","0.000622624938841909","0.0102033689618111","","0.0271187853068113","0.0435945987701416","0.0","0.0221548452973366","0.0283023007214069","0.269636183977127","0.00118075124919415","","","0.0609159618616104","","","1.08393919467926","0.0","12.7870492935181","0.693729400634766","0.0","0.00173152307979763","","","0.0","0.153499096632004","0.0","0.00112752884160727","","0.0","0.0","0.0","0.0","0.000206983648240566","","","0.0","0.00224080472253263","","1.13709950447083","","0.326324045658112","0.0","0.0","0.0","","0.000635749485809356","0.0","0.0357498042285442","","0.0","0.0","0.000507489719893783","0.0512800328433514","","0.0997786521911621","0.0","0.0470368750393391","","0.00158246594946831","0.0","0.00552523229271173","0.0","0.00563550600782037","5.49654912948608","0.00312200002372265","","","0.025908449664712","30.6228084564209","0.000698218704201281","0.0","","0.0","0.00500527815893292","0.0016927826218307","0.0","0.0","0.0","","","0.0287825483828783","0.00399689096957445","0.0","","0.0","0.109552226960659","0.0031809255015105","0.0","0.0","","0.0","0.0","0.0","0.0","0.0795063003897667","0.102426558732986","0.00959791615605354","1.44925677776337","0.000205092146643437","0.00289731496013701","","0.0","0.0","0.0","0.00359739386476576","0.00521450815722346","","","","0.00126205489505082","12.9436912536621","","0.267131507396698","1.45561921596527","0.00334443151950836","","0.0","0.000470749015221372","0.113700769841671","","","0.000700893579050899","0.000200931783183478","","95.66190271292253"
"Luxembourg","0.000507687393110245","0.256194353103638","0.747894644737244","","","0.000229462806601077","0.00150329305324703","0.111597791314125","0.0142651684582233","","0.434860914945602","4.06946277618408","0.00821615383028984","","","0.181887432932854","0.00296662235632539","0.0240044184029102","445.211364746094","0.0","0.0131297865882516","","0.0","0.0264936536550522","3.23237800598145","0.0","2.64190769195557","","0.286678493022919","0.00225850334390998","0.0223585683852434","0.0250422991812229","0.0699881240725517","","3.74308848381042","","","","","0.000863667402882129","9.93692588806152","0.472495496273041","","","","0.0342338085174561","0.0424267500638962","0.681380450725555","","","0.0122427809983492","1.61890029907227","9.23059368133545","0.00446037575602531","0.00548564502969384","0.835500299930573","0.0794882997870445","0.649990379810333","0.00761391222476959","","","0.0887258797883987","0.0391749627888203","","0.00372418155893683","2.35780835151672","264.660583496094","","","0.0","0.0210030563175678","67.4321670532227","0.00781392492353916","1.07820701599121","","0.0","","0.379349946975708","0.0140946619212627","0.0158532839268446","0.00850496254861355","0.029356587678194","0.0141295818611979","0.0939900875091553","1.97477757930756","0.242027789354324","3.41268873214722","0.375686764717102","0.592717826366425","0.0182414520531893","0.826109528541565","","0.162817940115929","31.0419292449951","0.0290197543799877","1.07422280311584","0.0480913855135441","0.00132513768039644","0.116630300879478","","","2.99106025695801","","","0.00558133237063885","0.00890798307955265","0.0504496321082115","1.38741719722748","0.0","0.031029237434268","","","0.145123168826103","0.0","0.00566948717460036","0.330420732498169","","0.00174826511647552","0.0358993373811245","0.0","0.0132289975881577","0.00743271503597498","","","0.201499789953232","0.151924073696136","","0.0564057566225529","","0.0385077707469463","0.0","1.95594465732574","0.0711434930562973","","0.00636463053524494","0.280386418104172","7.98049926757813","","0.0583815984427929","0.00638585211709142","0.0116740260273218","0.913536906242371","","0.760802745819092","0.00328555330634117","0.331518977880478","","0.031843539327383","0.0","0.0286735519766808","0.900633573532104","2.54980063438416","3.13230967521667","91.6670303344727","","","1.06261456012726","0.319060057401657","0.160807445645332","0.0","","0.00253411289304495","0.010558613575995","0.342138439416885","0.0","0.00263680354692042","0.00307906791567802","","","0.410328179597855","0.350492656230927","0.0","","0.329598635435104","22.5792427062988","0.164331912994385","0.0","0.0","","0.0","0.00313544133678079","0.000253781880019233","0.0","2.97232460975647","7.79848146438599","0.118751347064972","0.0173202399164438","0.00207960302941501","1.44843280315399","","0.11662333458662","0.0","0.00253573223017156","1.01252019405365","0.095243327319622","","","","0.0569201298058033","0.327911555767059","","6.88105010986328","3.01776313781738","0.0117961401119828","","0.00886164791882038","0.0349797122180462","1.84327793121338","","","0.0","0.00680032186210155","","1028.5686610099224"
"Macao SAR, China","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","1960.29992675781","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","9.66622638702393","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","63.6500091552734","0.0","2.47334456443787","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.73306941986084","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","2040.822576284406"
"Macedonia, FYR","0.0","64.4143524169922","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","3.50775146484375","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","89.8834991455078","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","3.22191572189331","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","161.02751874923706"
