"Bilateral Remittance Estimates for 2010 using Migrant Stocks, Host Country Incomes, and Origin Country Incomes (millions of US$) (May 2013 Version)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Côte d'Ivoire","Croatia","Curaçao","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","São Tomé and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Total"
"San Marino","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","21.8533382415771","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","21.8533382415771"
"São Tomé and Principe","0.0","0.0","0.0","","","0.0507525205612183","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.671521723270416","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.318422853946686","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0191482938826084","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0111258886754513","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.907617151737213","","","0.0","0.0260103102773428","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","2.004598742350936"
"Saudi Arabia","6.28368091583252","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","1190.42565917969","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","3472.45141601563","0.0","","","0.0","16.8026847839355","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6461.34814453125","805.037109375","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","941.954956054688","0.0","0.0","","","0.0","","","0.0","0.0","0.0","639.820617675781","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","39.7583198547363","0.0","","0.0","74.6807174682617","0.0","","0.0","0.0","0.0","312.583312988281","","0.0","0.0","2040.646484375","","0.0","0.0","0.0","0.0","2436.78979492188","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","819.8349609375","0.0","0.0","","0.0","393.551605224609","0.0","0.0","0.0","0.0","254.634063720703","0.0","0.0","100.408233642578","","0.0","0.0","0.0","37.8188247680664","19.6957015991211","","","","0.0","0.0","","50.3045425415039","78.9270324707031","0.0","","0.0","0.0","0.0","","","1171.05322265625","0.0","","21364.811085701"
"Senegal","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","4.46302795410156","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","165.349166870117","","","5.40391969680786","0.0","0.0","0.0","0.0","","0.0","","0.0","7.53993034362793","5.94241857528687","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","5.68612909317017","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","6.62079811096191","0.0","","","0.0","0.0","","0.0","","0.0","0.0","4.57868957519531","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","2.36915469169617","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","1.65170252323151","0.0","","0.0","0.0","0.0","","","0.0","0.0","","209.60493743419627"
"Serbia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Seychelles","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Sierra Leone","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.112138547003269","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","2.51970386505127","0.0","0.0","0.139420434832573","0.0","","0.0","","0.0","5.50656938552856","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.24035215377808","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","9.41068267822266","0.0","0.809156656265259","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.272272944450378","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","27.1642322540283","","0.0","0.0","0.188497602939606","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","1.11496376991272","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.605505645275116","0.877378821372986","0.0","","0.0","0.0","0.0","","","0.0","0.0","","49.96087475866078"
"Singapore","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","82.3173599243164","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","3426.57421875","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","1.25703585147858","0.0","0.0","957.161499023438","389.531066894531","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","809.520935058594","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","65.7083129882813","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","8.11838626861572","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","23.8385887145996","0.0","","0.0","0.0","0.0","","","0.0","0.0","","5764.027403473854"
"Slovak Republic","0.0595525912940502","0.0217627696692944","0.116802796721458","","","0.00267135328613222","0.0","0.0745062083005905","0.193423852324486","","1.18943536281586","12.1569709777832","0.0407623611390591","","","0.199711963534355","0.0","0.0660859271883965","12.4517259597778","0.0","0.00719740428030491","","0.0","0.0127669740468264","0.421765327453613","0.0","0.321389347314835","","1.21179902553558","0.000227795273531228","0.00091505836462602","0.00614110333845019","0.00188519922085106","","0.0","","","","","6.24236781732179e-05","5.80051469802856","0.0765292420983315","","","","0.0541855618357658","0.00132296688389033","0.779541969299316","","","0.0554421655833721","362.881774902344","0.564322829246521","","0.0","0.0282304566353559","0.0637906119227409","0.450978666543961","0.00878821685910225","","","0.0256054066121578","0.0326548889279366","","0.000476609740871936","0.206605836749077","20.5779075622559","","","0.0","0.0585471540689468","10.7408351898193","0.00274639134295285","0.477646440267563","","0.00044793906272389","","0.00509924348443747","0.00305199972353876","0.000592755910474807","0.000444801582489163","0.00152119377162308","0.00485119828954339","0.00155405455734581","62.4623222351074","0.00281015643849969","0.75122857093811","0.03752151876688","0.105533055961132","0.00691561819985509","0.0722140297293663","","1.11479711532593","1.95138835906982","0.00438359519466758","0.413397163152695","0.499876737594604","0.0132314199581742","0.029084799811244","","","0.951203346252441","","","0.0516338832676411","0.000853893056046218","0.0971706882119179","1.02276277542114","0.0","0.0003318311937619","","","0.0912479683756828","0.232145845890045","0.0","2.34484601020813","","9.67600863077678e-05","0.0147471269592643","0.00310674705542624","0.00221330812200904","0.00283762742765248","","","0.0057054185308516","0.0656469166278839","","0.158992201089859","","0.468865603208542","0.0","0.0695283189415932","0.00141892512328923","","0.00192960340064019","0.0125035084784031","0.61086905002594","","0.0578595884144306","0.0170932859182358","0.000539803528226912","0.822802007198334","","0.449106097221375","0.0172079112380743","0.0851975157856941","","0.017062745988369","0.000230451973038726","0.0042487527243793","0.0974860563874245","0.0621627382934093","10.3841695785522","0.0517689920961857","","","3.74815726280212","1.74596750736237","0.00157677743118256","0.00121008732821792","","0.000385194201953709","0.119098760187626","0.0654646158218384","0.0","0.00590520165860653","0.00130911031737924","","","0.0","0.350219488143921","0.0","","0.149473458528519","1.83081948757172","0.00781112443655729","0.000973908696323633","0.0","","0.0","0.108388885855675","3.53955765604042e-05","0.000245890754740685","0.310536175966263","3.58633160591125","0.574623227119446","0.024608489125967","0.00269049848429859","0.16215543448925","","0.000987979583442211","0.0","0.000299951032502577","0.210993781685829","0.0469669103622437","","","","0.0163406915962696","7.31303262710571","","1.76733064651489","4.73137807846069","0.0025328875053674","","0.0","0.00608867965638638","4.62460088729858","","","0.105837896466255","0.00120436621364206","","548.8314529645651"
"Slovenia","0.0","0.154691532254219","0.0","","","0.0","0.0","0.0","0.0","","0.0","4.1466908454895","0.0","","","0.0","0.0","0.0","1.38656497001648","0.0","0.0","","0.0","0.0","100.392250061035","0.0","0.0","","0.233989551663399","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","42.8951644897461","","","0.0","1.5548323392868","0.100376814603806","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","3.16845607757568","","","0.0","0.0","5.38643550872803","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.04296576976776","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","2.72256064414978","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","13.0535678863525","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.285047650337219","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.446334719657898","0.0","","","0.514027416706085","0.702081859111786","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.18635967373848","1.13051426410675","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","2.14371085166931","","0.489430546760559","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","182.13605347275717"
"Solomon Islands","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","2.11663269996643","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","1.89085924625397","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.203809231519699","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.293969064950943","0.0","0.0","0.0","","0.0","0.0","0.0","0.382700532674789","0.0","0.0","0.0","","","0.265270352363586","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.139164373278618","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.305055409669876","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.196884036064148","0.0","0.0","0.748560070991516","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.222299247980118","0.483712583780289","0.0","","0.0357812158763409","0.0","0.0","","","0.0","0.0","","7.284698065370323"
"Somalia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"South Africa","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","9.49418163299561","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","40.8258171081543","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","516.456420898438","0.0","","","0.0","0.0","0.0","0.0","","1.92551052570343","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","60.0932579040527","","0.0","0.0","0.0","","0.692764282226563","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","46.4670829772949","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","675.9550353288655"
"Spain","0.205227121710777","1.50781512260437","105.214973449707","","","0.178842797875404","0.00900315959006548","224.640548706055","15.8013534545898","","22.2389259338379","53.148983001709","0.629157483577728","","","26.30885887146","0.0648665800690651","1.36546099185944","1209.52783203125","0.0894665941596031","0.347226679325104","","0.0","406.632080078125","2.93522906303406","0.0379136502742767","471.285247802734","","201.045150756836","0.152345091104507","0.0362180024385452","0.0987902954220772","2.70395398139954","","3.66475987434387","","","","","0.394666492938995","864.054077148438","745.155639648438","","","","14.2122669219971","1.26697194576263","3.35298895835876","","","0.317586421966553","53.396110534668","63.5977325439453","","0.514803826808929","414.798950195313","1144.97937011719","15.4129467010498","20.3538818359375","","","2.49658060073853","0.725340306758881","","0.0448656640946865","33.6838035583496","2429.671875","","","36.4328269958496","9.36123657226563","994.935424804688","3.26008105278015","5.34036493301392","","0.0262675397098064","","29.7129325866699","3.36460661888123","4.80896711349487","0.127532809972763","1.1118506193161","115.583160400391","0.0","36.7325592041016","0.788609802722931","159.361328125","8.24277305603027","4.65606737136841","0.254201948642731","15.1450700759888","","4.14968252182007","179.473693847656","0.687633514404297","14.2920761108398","13.833270072937","0.0436855815351009","2.83656764030457","","","15.1971960067749","","","0.35669282078743","0.0582831799983978","6.3513970375061","39.8578987121582","0.103680685162544","0.17675606906414","","","91.4682769775391","46.8844833374023","0.0","0.472099632024765","","0.0160372648388147","0.510685801506042","0.0","22.8384056091309","0.0927725732326508","","","0.712656855583191","85.2001571655273","","36.6462135314941","","0.831079542636871","0.0","1624.35327148438","0.462107568979263","","0.129426285624504","3.44328212738037","113.878387451172","","1.39631009101868","14.5397548675537","0.227105781435966","909.323791503906","","70.9693603515625","0.145614475011826","122.754768371582","","13.7680892944336","0.0119361495599151","115.547019958496","427.904235839844","175.614654541016","206.219772338867","249.277969360352","","","1153.58654785156","30.6295795440674","0.520074546337128","0.00672496482729912","","0.0583662800490856","1.06958389282227","168.113677978516","0.0","0.110620833933353","0.542674541473389","","","25.5729351043701","2.60671162605286","0.00116908072959632","","3.39530491828918","0.0","2.04072856903076","0.0","0.324085861444473","","0.0281041711568832","1.18485260009766","0.00413030013442039","0.00672612618654966","52.1480712890625","528.300659179688","13.3576173782349","0.116815827786922","0.137633979320526","8.32769870758057","","0.913609743118286","0.0094391917809844","0.0788026377558708","8.71389579772949","0.725763499736786","","","","0.33340260386467","83.0790023803711","","646.232971191406","84.2685470581055","29.9706134796143","","0.364240765571594","45.075984954834","6.60379028320313","","","0.069612592458725","0.115924619138241","","17499.351486514213"
"Sri Lanka","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","1.56654620170593","0.0","0.000507089425809681","","","0.0","0.0","0.000175570938154124","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","1.50822639465332","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.131644979119301","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","4.08871507644653","","","0.0","0.000340123777277768","0.673271000385284","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1075.9931640625","0.0","0.0","0.0","0.0","","0.0","0.0587072484195232","0.0","0.191214203834534","0.0","8.003711263882e-05","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.120883449912071","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0364534966647625","0.0","0.186138570308685","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.00413178419694304","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.541701972484589","0.406786113977432","0.0","0.00129616202320904","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.00238235667347908","","0.64763331413269","0.345831155776978","0.0","","0.0","0.0","0.0","","","0.0","0.0","","1086.5058303644691"
