"Bilateral Remittance Estimates for 2015 using Migrant Stocks, Host Country Incomes, and Origin Country Incomes (millions of US$) (October 2016 Version)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Curacao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","South Sudan","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","World"
"Bulgaria","0.01717963447389327","0.9062804568101164","0.4092112578584624","0.0","0.0","0.00012881442472866515","0.0017691545215372804","0.05621759235786295","2.7676378838050306","0.00254330367421542","0.6610993963686729","1.130722333969038","2.172850307784798","0.0","0.0","1.1432246024239576","0.003789809558056918","0.2747680195846547","8.054492769932269","0.0022225629354423147","0.027538541062108353","0.10947376172532394","0.007483498062180745","0.029223793145945236","0.1084956468917771","0.015916233570123516","0.1423774193606721","0.0","0.0","0.004935099203902495","0.004097740357236317","0.007036183316160944","0.006609377904844048","0.005302957377546945","0.24892699078065825","0.0","0.0","0.0","0.0","0.004362186274882927","5.214118475379741","0.04296337342189555","0.0","8.353413239358065e-05","0.0","0.01873954463854639","0.002351433667494459","0.19871126917571105","0.0","0.0","0.4155369966489121","4.800803048917958","0.30768703860750063","0.00664435928151835","0.00028734584410781185","0.07217818231291427","0.025323281318268182","0.6274189125638674","0.01582834352814817","0.0","0.0","0.14246617116757324","0.03203197488037006","0.0","0.0019716178187637674","0.14655219630678473","6.964723167683386","0.0","0.0","0.021827698429034835","0.579341343979696","8.097384942070173","0.028740140030498046","2.1189103195232124","0.0","0.0","0.0","0.030035210517869046","0.0035053462628248807","0.0038847646950670783","0.0020706657010621916","0.00592178355861475","0.0083403164897301","0.0","2.3451107313351023","0.818736855640022","0.676982586423468","0.05243336767105478","0.1990406210251649","0.07710237339261698","0.008387450205431456","0.0","0.7981561387594237","3.6121431184206076","0.010586792978482064","0.4338361242461327","0.9994046553099654","0.04798943419450372","0.035311332324365036","0.013327819124756096","0.0","0.1391070760993141","0.0","0.011338400278647675","0.1906987413681809","6.909980593338162e-05","0.5238207924320955","5.342269920861079","0.0","0.010268049234432882","0.0","0.0","0.25425013984779204","0.2200164740745705","0.0","1.1283791214421428","0.004178313724744066","0.0","0.0017654588444934794","0.005369003925762437","0.0013688384109523672","0.053551643397279525","0.0019682737799832997","0.0","0.0013619195765683905","0.04594741475491788","0.0","3.321619606041623","0.0","0.20597151404695258","0.03720970323769309","0.16097351491528714","0.009265259823853437","0.0","0.00019419540937396613","0.011420185473218776","0.42895284275391665","0.0","0.012422820331185162","0.05060089965106822","0.0008708523219853591","1.2970109670013126","0.0","0.30150435181390695","0.003221044593354056","0.12124217467853288","0.0","0.020977252196881367","0.0002790744415569363","0.0011319110636329901","0.03743591854656509","0.1467403678045055","2.0665599725554196","0.2163352788644703","0.0","0.19778727618281464","5.066229976639285","12.199062897788345","0.0014823376709446473","0.0070092138073028","0.0","0.0","0.03508759698424073","0.028633841208551294","5.685298046274497","0.0","0.00023424517906061885","0.0","0.0","1.0691338581918957","0.15706273725706713","0.0","0.0","0.12882936910153858","0.0","13.45288387504532","0.033279869660850586","0.0","0.0","0.0","0.0","0.001562899488647891","2.5360846586670207e-05","0.0007781388947095497","1.1777076896883842","0.5913798211152782","0.4868505101624618","0.4420194246398234","0.024538632548154693","0.0645629691643281","0.0","0.0","0.0033347003483038557","0.0","0.2559724970672751","1.6952195153150438","0.0","0.0","0.01734467534090349","0.015332817970456655","6.081923048247148","0.0","3.0706718929881487","2.781154984268833","0.00592000550679859","0.0","0.002440471493128907","0.004070547953319353","2.5842104486962474","0.0","0.0","0.08940428023722062","0.003127476311143873","0.0","132.24008586783006"
"Burkina Faso","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0972032338767734","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","186.79251379433347","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","66.24465203202067","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32.9849021689851","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.143835079130926","51.45985835122278","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.222676416171461","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.126296932107824","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","360.071938007849"
"Burundi","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.030826644036019","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.25575361678950115","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.152949001586398","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7333473288076027","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.00007811740966","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.71425334619453","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3530352322993708","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","66.24024328712308"
"Cabo Verde","0.0","0.0","0.0","0.0","0.0","0.006951124809258049","0.0","0.0018134707212213858","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2050912510862383","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4169854538927435","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.12779196964767606","0.0","0.0","0.0","0.0","0.0","0.002652195692027751","0.0","0.0","0.1081904972504626","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.364711751189798","0.0","0.0","0.0071914184096976115","0.0","0.24716391394929457","0.09082520805169603","0.0","0.0","0.0","0.0","0.0","0.08948691798273252","2.7490644299410034","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.2884682289195333","0.0","0.007112067610592339","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09778509958869802","0.0","0.0","0.0","0.0","0.0","0.0","0.005906516199932882","0.0","0.0","0.0","0.0","0.005105268306101986","0.0","0.0","0.0","0.0","0.0","0.0","0.0056432505061700675","0.0","0.0","0.0","0.05054539866845515","0.0","0.0","0.0","0.0","9.506292427509246","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0032256476318512787","0.0","0.0","2.379688067509173","0.0","0.0","0.0","0.43027151354891235","0.0","0.0","0.0","0.7252223420796756","0.0","3.251112048572172","0.0","0.0","0.0024233195574439774","0.0","0.0403611172830891","0.0","0.0","0.0","0.0","0.0","0.0","1.1687499356813371","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04469731206103847","0.0","0.0","0.0","0.0","0.010475563989078493","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01872462150526934","0.0","0.04980503382263996","0.7812233101878744","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.290757693362142"
"Cambodia","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5279921353548462","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04295210821313319","0.0","0.0","0.0","0.0","0.0","8.612067519734692","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.3058905576334996","0.0","0.0","0.0","0.0","0.1475605456413699","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.05591666859626159","0.0","0.0","0.34604077619011087","0.20312112023949283","0.0","0.0","0.0","0.0","0.0","0.050652313667598356","0.0","0.45161629327261354","0.0","0.0","0.0","0.0","0.0","0.13670867823553282","0.0","0.0","0.0","0.014966882372527794","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.15447764889317944","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03483716267839957","0.0","0.07165927431669983","0.040982755677125796","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09462293005184194","0.0","0.0","0.0","0.0","0.0","0.5457856120494609","0.0","0.0","0.0","0.0","0.0","0.018546185928832427","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.14920826685181662","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","142.30768104749848","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09003217652554148","0.44641332010735685","0.0","0.0","0.0","0.0","121.07994307465863","0.0","0.0","0.0","0.0","0.0","278.929675054389"
"Cameroon","0.0","0.0","0.0","0.0","0.0","0.00022666711334537115","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.006948927883258","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.008482223489906723","0.0","0.0015597465721169292","0.0","0.8941847982552273","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0157199145902721","0.0","0.0","1.1660136881428032","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","175.23572902473654","0.0","0.0","0.0","0.0","0.0","9.894251168370815","0.1374274014009474","0.0","0.0","0.0","0.0","0.0024808005373036825","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.662795432088206","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.016812397441856048","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.837320794467704","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5273114563790186","0.0","0.0","0.0","7.855931409426378","2289.7121275228624","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3759996913058264","0.0","0.0","0.0","0.0","12.764690088095596","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.004112091925550072","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.007246351197962504","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8773348265680425","7.100203856307511","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2523.1049102791585"
"Canada","3.407306730922813","11.073594827305357","43.509884372265944","0.0","0.0","0.09664270466568758","1.0422447475382683","11.540183884251137","5.6594696377413936","0.36173122450633177","109.68481998409372","127.10587133625783","2.9876120680725617","0.0","0.0","92.70636584372852","19.149275441361983","3.9029438021645455","444.2825168562052","3.2453468720749856","1.17205412728893","263.61281823458006","0.04311318621597552","7.202931642423976","36.67989522933695","0.2651293190553129","33.95119346630638","0.0","20.30033411736879","0.43931972485842613","2.1731206416009923","0.30342273694340166","14.12810618199357","3.4479338434152758","0.0","0.0","0.0","0.0","0.0","6.706621544778617","4188.270674078609","94.82669484660735","0.19139971463839284","0.16533011791986232","0.0","17.854426767570008","2.1522206662127203","109.37478935926634","0.0","0.7438758820794195","8.200419242325546","131.24280838209765","93.6720555566744","1.817159300739993","1.128414207077571","28.986218812340343","32.97651589690995","248.01094916189135","134.5439275163492","0.0","0.0","14.691697729218314","20.688266045811517","0.0","32.71870365241341","37.47148709019087","1202.5960012378657","21.231482653422454","0.0","1.637229555766911","4.120166494544967","739.3299798542376","76.6330742328187","36.27186183055173","0.0","5.359431371086297","0.0","111.12056420444638","1.3826849336273348","0.10418987553058037","63.48656522690407","133.01736941367847","32.80266793386095","117.05473233068838","376.50657440755435","3.9984160853283193","2912.8387348908846","36.37981627268599","87.53506371558676","4.836142758390009","19.926059448012488","0.0","61.47651083271893","1105.6253518719325","298.27866732978725","124.03463023911132","59.22713347936326","0.3839472110753456","100.24920810699999","0.0","0.0","335.7468740294264","0.0","1.3445011470605768","4.193629402912109","1.4515573431940116","34.666774263004456","803.7862030648142","0.19101619626246885","5.9552471966157725","0.0","0.0","17.900412997877645","17.943565774526085","2.449085108012074","4.907070979421138","8.309059222129253","0.20849095923429622","24.604242005451088","0.10542191540149946","2.3719304218595165","14.423608822608243","0.0","0.0","17.15099640829713","134.19864481686002","0.04362430188625856","13.078922719711432","0.0","2.5513288553080686","0.31826670181251426","110.43005676540002","0.6700220060099223","7.6712404407086545","0.03905330472510265","13.581052130670537","176.0523557459411","20.09828703921618","6.66048533952293","21.96621431154814","0.5263035699128686","400.4478932219451","0.0","18.52012869953939","2.0029809414365047","561.3023039235211","0.009264773014918246","12.764332570596101","0.04444722628324534","5.865186975879809","51.696157604058705","2080.182600856121","342.75171828921486","373.75202844358074","0.0","35.16218243250037","83.37245105343494","50.6196727481169","4.932190568891866","0.1576172045548992","0.0","0.007938066130124833","15.881648897838334","12.010568809138238","58.85974554863441","1.7809091758231594","1.190038156389493","0.0","0.28482949183522965","63.879779994437264","46.59487134715579","0.22936672117112591","0.0","48.47296592194139","0.0","103.58727753900592","479.78875253758423","5.403368592490983","2.7947911801336383","0.0","6.1833394415143115","0.7683853186123241","0.02664015895974314","0.0582830494618881","76.20136785936873","81.90610522446603","9.909255318104861","3.320874139910596","53.30856801706167","62.16830222889229","0.02456510124919604","3.3928012817110416","0.19126549346234756","25.390965488239626","32.69777291664131","11.967169947750982","0.0","0.0","0.0","60.28076470046472","80.28166471885665","0.0","655.40857893063","706.7816569933722","2.9334947822255972","0.0","0.0","2.117290625871596","912.8907783925465","0.0","4.71914982648333","3.795566611338068","1.0988175473668282","0.0","23675.12307508905"
"Cayman Islands","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.009428927166799604","0.0","0.0","1.097028463502967","0.35431177329753616","0.0","0.0","0.0","0.0","0.2600580021121891","0.0","0.34333523014880224","0.6317459742495335","0.0","4.926319277639577","0.0","0.0","0.0","0.0","0.16019608646298672","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8594837819535783","0.0","0.0","0.0","0.0","0.0","0.0","1.092492349966033","0.0","0.0","0.0","0.7396571548284543","0.0","0.0","0.0","0.032538847465289546","0.0","0.0","0.12328470211996222","0.0","0.0","0.3374640304035917","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03908075957463199","0.6194651358584545","0.0","0.0","0.0","0.0","0.6633032107397463","0.0","0.0","0.0","0.01211555658891063","0.0","0.0","0.0","0.0","0.28622498683000225","0.051790455042586225","13.509189889520831","0.0","0.0","0.0","4.221521472161303","0.0","0.012453163357340575","0.0","0.2338858875016656","0.0","0.042589968719632","0.39713197800952144","28.9139581827593","0.10700599136380216","0.0","0.0","0.1962333835628796","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02503820565070466","0.0","0.0","0.0","0.0","0.0","0.0","0.10658831468001176","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.07057390931989656","0.0","0.041692031147229636","1.1364346083013688","0.06451872358335377","0.329798212840113","0.0","0.0","0.0","0.5480575994892825","0.0","0.6972076235553069","0.0","0.0","0.04268829973986864","11.601379446930341","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.055441580378930114","0.0","0.3352406821213598","0.0","0.0","0.009050770096861492","0.0","0.023497486046524584","0.0","0.0","0.0","0.0","0.3644550060361598","0.0","0.0","0.053451096018087216","0.3814541227205864","0.0","0.0","0.0","0.1370733369850678","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.726366049497178","8.238557822581269","0.0","0.0","0.0","0.008067719709846082","0.0","0.0","0.0","0.0","0.005615424439929408","0.0","88.27554269477716"
"Central African Republic","0.0","0.0","0.0","0.0","0.0","0.0019077815373235406","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16394281832903562","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03290810328535614","0.004392405332276251","0.0","0.0","4.710977414522524","0.0995707963122633","0.0","0.0","0.0","0.0","0.0","0.7056339193589071","0.0","0.0","0.0563096260137961","0.0","0.0","0.07800206412209966","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3119055162453648","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","59.000146428939495","0.0","0.0","0.0","0.0","0.45743769148824664","0.0","0.0","0.0","0.0","0.0","0.0","0.01293545284284143","0.02170388831837475","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1206824398956137","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.506394956832234","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5668932755301136","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.23556881399100207","34.28327879835673","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6077991168097023","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.13233036576913648","4.919201481759271","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02215223714731813","0.0","0.0","0.0","0.3472637321665296","0.0","0.0","0.0","0.0","0.0","0.1724746820680451","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058425135830404575","1.218708363893084","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1300229718008233","0.0","0.0","114.97897027849794"
"Chad","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.341607232712038","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.001019429141381409","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.270611243470453","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9651767279085289","184.47003540950286","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.529773037462293","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","215.57822308019755"
"Channel Islands","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.734097535474383","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7491505149157098","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.072038792049186","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","72.75748504625074","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","98.31277188869001"
